,AC Power,DC scaled I_mp,DC scaled V_mp,DC scaled P_mp,Cell Temperature,poa_direct,poa_sky_diffuse,poa_ground_diffuse,solar_elevation,temp_air,wind_speed,Int,poa_diffuse,poa_global
2022-05-04 14:10:00,598.1685228572682,1.5606420730915034,418.6548751137752,653.3704122074265,15.472599362037174,0.0,62.48,0.9,48.15,13.34,0.69,0,63.38,63.38
2022-05-04 15:10:00,491.21037157218353,1.3057081813479756,417.8653541387545,545.6102116008409,14.353676748725242,0.0,52.22,0.75,39.29,12.35,0.21,0,52.97,52.97
2022-05-04 16:10:00,1848.415605108736,4.45116211585179,430.05829955463463,1914.2592105852302,17.606480873158844,4.3,176.55,2.65,29.49,11.53,0.76,0,179.20000000000002,183.50000000000003
2022-05-04 17:10:00,912.4558753594928,2.26943909306497,427.5241140107644,970.2399375639939,14.023946178986161,0.09,92.16,1.34,19.37,10.77,0.55,0,93.5,93.59
2022-05-04 18:10:00,520.3791049107928,1.360187279437591,422.78761989582637,575.0703424859985,12.220837911132744,0.0,55.28,0.83,9.33,10.27,0.55,0,56.11,56.11
2022-05-04 19:10:00,-6.012,0.0,0.0,0.0,9.75,0.0,0.0,0.0,0.0,9.75,0.14,0,0.0,0.0
2022-05-04 20:10:00,-6.012,0.0,0.0,0.0,8.86,0.0,0.0,0.0,0.0,8.86,0.97,0,0.0,0.0
2022-05-04 21:10:00,-6.012,0.0,0.0,0.0,9.35,0.0,0.0,0.0,0.0,9.35,0.76,0,0.0,0.0
2022-05-04 22:10:00,-6.012,0.0,0.0,0.0,9.38,0.0,0.0,0.0,0.0,9.38,0.41,0,0.0,0.0
2022-05-04 23:10:00,-6.012,0.0,0.0,0.0,8.84,0.0,0.0,0.0,0.0,8.84,0.34,0,0.0,0.0
2022-05-05 00:10:00,-6.012,0.0,0.0,0.0,8.14,0.0,0.0,0.0,0.0,8.14,0.48,0,0.0,0.0
2022-05-05 01:10:00,-6.012,0.0,0.0,0.0,6.62,0.0,0.0,0.0,0.0,6.62,0.76,0,0.0,0.0
2022-05-05 02:10:00,-6.012,0.0,0.0,0.0,4.48,0.0,0.0,0.0,0.0,4.48,0.97,0,0.0,0.0
2022-05-05 03:10:00,-6.012,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,2.83,1.17,0,0.0,0.0
2022-05-05 04:10:00,-6.012,0.017881240049229374,365.97241631824045,6.544040627582966,2.04,0.0,0.0,0.0,0.0,2.04,1.1,0,0.0,0.0
2022-05-05 05:10:00,13.71694334650012,0.1595925340046787,405.03611471195273,64.64073991029026,2.3446402656499816,0.0,5.6,0.08,4.44,2.17,1.1,0,5.68,5.68
2022-05-05 06:10:00,462.1102914018148,1.1907708988842889,433.7853146383049,516.5389290346584,5.574902954973637,0.0,47.56,0.68,14.28,4.05,0.97,0,48.24,48.24
2022-05-05 07:10:00,3728.5479429437873,8.828490830916277,431.99902605328174,3813.8994404761593,19.9133947087631,167.72,191.6,3.95,24.41,7.49,0.62,0,195.55,363.27
2022-05-05 08:10:00,3346.784714274492,8.052287267114064,425.6609741618149,3427.5444423505514,23.01683285167421,68.81,257.86,4.23,34.45,10.5,0.21,0,262.09000000000003,330.90000000000003
2022-05-05 09:10:00,4555.288707593025,11.194004124194764,415.372859304809,4649.685500136604,29.413135474960797,119.1,335.35,5.8,43.91,12.86,0.41,0,341.15000000000003,460.25
2022-05-05 10:10:00,2530.9731592412736,6.118828798275985,425.4376979916444,2603.1804383435147,21.906118981938015,1.25,246.31,3.55,52.02,14.07,1.03,0,249.86,251.11
2022-05-05 11:10:00,3925.004667145626,9.497554749544038,422.44239971153786,4012.169819789098,25.26394892008291,29.51,355.55,5.4,57.48,14.78,1.79,0,360.95,390.46
2022-05-05 12:10:00,7299.654983386671,18.405421589734214,403.8008704588741,7432.12525909723,35.0542974566244,361.44,387.9,9.5,58.73,15.19,1.93,0,397.4,758.8399999999999
2022-05-05 13:10:00,4096.336436879565,9.962094977275452,420.13302667357345,4185.40511481234,26.626036573289618,40.97,362.89,5.71,55.3,15.36,1.66,0,368.6,409.57
2022-05-05 14:10:00,4576.274438902977,11.215308665361755,416.4837683929412,4670.994016639872,28.810556434479953,102.74,352.0,6.5,48.38,15.78,1.52,0,358.5,461.24
2022-05-05 15:10:00,3208.2870669909917,7.783244489219566,422.3681524892549,3287.394595283843,24.653857886697367,36.15,278.99,4.65,39.5,15.74,1.59,0,283.64,319.79
2022-05-05 16:10:00,1881.961326277043,4.579671622073779,425.3514243935071,1947.9698477036054,20.26001826463922,4.83,181.12,2.73,29.68,15.07,1.66,0,183.85,188.68
2022-05-05 17:10:00,1216.103019821828,3.00443955092301,424.80243222488775,1276.2932287047443,17.59503124346675,0.93,120.98,1.9,19.55,14.0,1.38,0,122.88,123.81000000000002
2022-05-05 18:10:00,402.23236743940566,1.0974430623378626,415.46773611813404,455.95218462806406,14.059889687164112,0.0,44.58,0.67,9.52,12.46,0.48,0,45.25,45.25
2022-05-05 19:10:00,-6.012,0.0,0.0,0.0,12.09,0.0,0.0,0.0,0.0,12.09,0.69,0,0.0,0.0
2022-05-05 20:10:00,-6.012,0.0,0.0,0.0,11.28,0.0,0.0,0.0,0.0,11.28,1.1,0,0.0,0.0
2022-05-05 21:10:00,-6.012,0.0,0.0,0.0,10.46,0.0,0.0,0.0,0.0,10.46,0.83,0,0.0,0.0
2022-05-05 22:10:00,-6.012,0.0,0.0,0.0,10.97,0.0,0.0,0.0,0.0,10.97,0.41,0,0.0,0.0
2022-05-05 23:10:00,-6.012,0.0,0.0,0.0,10.39,0.0,0.0,0.0,0.0,10.39,0.34,0,0.0,0.0
2022-05-06 00:10:00,-6.012,0.0,0.0,0.0,9.91,0.0,0.0,0.0,0.0,9.91,0.21,0,0.0,0.0
2022-05-06 01:10:00,-6.012,0.0,0.0,0.0,9.41,0.0,0.0,0.0,0.0,9.41,0.34,0,0.0,0.0
2022-05-06 02:10:00,-6.012,0.0,0.0,0.0,8.92,0.0,0.0,0.0,0.0,8.92,0.41,0,0.0,0.0
2022-05-06 03:10:00,-6.012,0.0,0.0,0.0,8.55,0.0,0.0,0.0,0.0,8.55,0.41,0,0.0,0.0
2022-05-06 04:10:00,-6.012,0.017977944144762906,352.0544851422781,6.329215869801138,8.29,0.0,0.0,0.0,0.0,8.29,0.48,0,0.0,0.0
2022-05-06 05:10:00,-6.012,0.13678811342982317,391.2675319246515,53.520747538316186,7.511760280156493,0.0,4.66,0.07,4.67,7.35,0.62,0,4.73,4.73
2022-05-06 06:10:00,325.28002572662723,0.8940523248904653,423.4204326697411,378.5600222345087,8.319639429871197,0.0,35.44,0.51,14.5,7.11,0.69,0,35.95,35.95
2022-05-06 07:10:00,583.5257333797989,1.4908766236109536,428.4594787535472,638.7802210381976,10.127712879975832,0.0,59.69,0.86,24.62,7.95,0.41,0,60.55,60.55
2022-05-06 08:10:00,767.1064808456035,1.9274145183075158,427.38427764091955,823.7466616214784,12.784947060271948,0.0,77.4,1.11,34.67,10.1,0.62,0,78.51,78.51
2022-05-06 09:10:00,1167.235856183767,2.845266296463246,431.30252511554966,1227.170538290766,13.825615742994227,0.0,114.71,1.65,44.14,9.78,0.55,0,116.36,116.36
2022-05-06 10:10:00,1415.7026322560325,3.4186458501140056,432.2657182005108,1477.7634036727263,14.667830702306368,0.0,138.02,1.98,52.27,9.88,0.62,0,140.0,140.0
2022-05-06 11:10:00,1166.5386217828973,2.869547140544722,427.37683362388213,1226.3779708604684,15.917338349267409,0.0,115.64,1.66,57.76,11.77,0.48,0,117.3,117.3
2022-05-06 12:10:00,1327.1424574516484,3.2363853792915585,428.9859953768746,1388.3640033585532,15.976737125625787,0.0,130.56,1.88,59.01,11.13,0.34,0,132.44,132.44
2022-05-06 13:10:00,1911.0610701956061,4.614094499734877,428.56387963055994,1977.434239788407,18.619485197955058,0.0,186.52,2.68,55.55,11.59,0.28,0,189.2,189.2
2022-05-06 14:10:00,1097.2877848092849,2.7076698293018033,427.1395591573292,1156.5528972315728,15.598132953202143,0.0,109.11,1.57,48.6,11.75,0.55,0,110.68,110.68
2022-05-06 15:10:00,1331.3298230518021,3.256761427763612,427.5881371385619,1392.552552002166,16.74785443260793,0.0,131.49,1.89,39.69,12.4,0.83,0,133.38,133.38
2022-05-06 16:10:00,800.6125378615666,2.0190803452649755,424.6796820071253,857.4623989739666,14.542037488766208,0.0,82.07,1.18,29.87,11.87,0.9,0,83.25,83.25
2022-05-06 17:10:00,504.9611490535366,1.33044993951442,420.5369131435299,559.5033106553902,13.167725471107712,0.0,54.09,0.78,19.74,11.26,0.55,0,54.870000000000005,54.870000000000005
2022-05-06 18:10:00,302.0159992290796,0.8554697347812448,414.99689662450777,355.0172850904073,12.125073080364853,0.0,34.77,0.52,9.71,10.74,0.07,0,35.290000000000006,35.290000000000006
2022-05-06 19:10:00,-6.012,0.0,0.0,0.0,9.95,0.0,0.0,0.0,0.0,9.95,0.48,0,0.0,0.0
2022-05-06 20:10:00,-6.012,0.0,0.0,0.0,9.79,0.0,0.0,0.0,0.0,9.79,0.97,0,0.0,0.0
2022-05-06 21:10:00,-6.012,0.0,0.0,0.0,8.59,0.0,0.0,0.0,0.0,8.59,1.03,0,0.0,0.0
2022-05-06 22:10:00,-6.012,0.0,0.0,0.0,8.16,0.0,0.0,0.0,0.0,8.16,1.1,0,0.0,0.0
2022-05-06 23:10:00,-6.012,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,7.75,1.1,0,0.0,0.0
2022-05-07 00:10:00,-6.012,0.0,0.0,0.0,7.56,0.0,0.0,0.0,0.0,7.56,1.1,0,0.0,0.0
2022-05-07 01:10:00,-6.012,0.0,0.0,0.0,8.25,0.0,0.0,0.0,0.0,8.25,1.17,0,0.0,0.0
2022-05-07 02:10:00,-6.012,0.0,0.0,0.0,7.43,0.0,0.0,0.0,0.0,7.43,1.03,0,0.0,0.0
2022-05-07 03:10:00,-6.012,0.0,0.0,0.0,7.44,0.0,0.0,0.0,0.0,7.44,1.03,0,0.0,0.0
2022-05-07 04:10:00,-6.012,0.01805283307429652,353.69896985547246,6.385268461351481,7.59,0.0,0.0,0.0,0.0,7.59,0.97,0,0.0,0.0
2022-05-07 05:10:00,-6.012,0.13680751384745587,390.65912146788094,53.44510316985207,7.799518884266694,0.0,4.66,0.07,4.89,7.65,0.97,0,4.73,4.73
2022-05-07 06:10:00,215.12243498097567,0.6420079847200195,416.7209321823644,267.5381658610477,8.765740171664724,0.0,25.18,0.36,14.71,7.92,0.76,0,25.54,25.54
2022-05-07 07:10:00,382.2570967287219,1.032298116532933,422.2919124055199,435.93114580330854,10.117048188582157,0.0,41.03,0.59,24.83,8.67,0.55,0,41.620000000000005,41.620000000000005
2022-05-07 08:10:00,711.8271309424051,1.7892772165829878,429.2649136098165,768.0739298005094,11.222527596191537,0.0,71.81,1.03,34.88,8.92,0.97,0,72.84,72.84
2022-05-07 09:10:00,1106.732047395623,2.7076121585885775,430.69432522577085,1166.1531916164004,13.765094839461693,0.0,109.11,1.57,44.37,10.1,0.76,0,110.68,110.68
2022-05-07 10:10:00,1223.2174438894822,2.9833389249306514,430.2542797482047,1283.5943403908207,14.720942566493589,0.0,120.3,1.73,52.52,10.68,0.76,0,122.03,122.03
2022-05-07 11:10:00,1209.562776515833,2.9607626743251942,428.8737845157734,1269.7934931908885,15.378412991649295,0.0,119.37,1.71,58.03,11.6,1.03,0,121.08,121.08
2022-05-07 12:10:00,1041.1906174779213,2.5707250210142303,427.900959027719,1100.0157018885423,14.806349517346842,0.0,103.52,1.49,59.29,11.67,1.24,0,105.01,105.01
2022-05-07 13:10:00,790.9620954033848,1.996697044408565,424.5686299218759,847.7349285136036,14.50823034850608,0.0,80.2,1.15,55.8,12.21,1.52,0,81.35000000000001,81.35000000000001
2022-05-07 14:10:00,1349.5185178729926,3.2807789979342727,430.06763415403725,1410.9568618238454,15.51432762100146,0.0,132.43,1.9,48.82,11.77,1.59,0,134.33,134.33
2022-05-07 15:10:00,831.3490225765571,2.085677432554484,425.9831211504068,888.463382432526,14.13828397960937,0.0,83.93,1.21,39.89,11.7,1.45,0,85.14,85.14
2022-05-07 16:10:00,446.0417593510729,1.19263594772758,419.352613345912,500.13500144983914,12.828729022280772,0.0,48.49,0.7,30.06,11.42,1.45,0,49.190000000000005,49.190000000000005
2022-05-07 17:10:00,192.12140585275318,0.5962140926548007,409.7405823102722,244.29310950596866,11.551290251976692,0.0,24.25,0.35,19.92,10.71,0.62,0,24.6,24.6
2022-05-07 18:10:00,62.18284441026594,0.2848958310178356,397.8644189373532,113.34991426558553,10.794841203794768,0.0,11.59,0.17,9.9,10.35,0.21,0,11.76,11.76
2022-05-07 19:10:00,-6.012,0.0,0.0,0.0,10.15,0.0,0.0,0.0,0.0,10.15,0.48,0,0.0,0.0
2022-05-07 20:10:00,-6.012,0.0,0.0,0.0,9.18,0.0,0.0,0.0,0.0,9.18,0.69,0,0.0,0.0
2022-05-07 21:10:00,-6.012,0.0,0.0,0.0,8.77,0.0,0.0,0.0,0.0,8.77,0.97,0,0.0,0.0
2022-05-07 22:10:00,-6.012,0.0,0.0,0.0,8.28,0.0,0.0,0.0,0.0,8.28,0.83,0,0.0,0.0
2022-05-07 23:10:00,-6.012,0.0,0.0,0.0,7.79,0.0,0.0,0.0,0.0,7.79,0.69,0,0.0,0.0
2022-05-08 00:10:00,-6.012,0.0,0.0,0.0,7.06,0.0,0.0,0.0,0.0,7.06,0.69,0,0.0,0.0
2022-05-08 01:10:00,-6.012,0.0,0.0,0.0,7.19,0.0,0.0,0.0,0.0,7.19,0.83,0,0.0,0.0
2022-05-08 02:10:00,-6.012,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,6.6,0.76,0,0.0,0.0
2022-05-08 03:10:00,-6.012,0.0,0.0,0.0,6.14,0.0,0.0,0.0,0.0,6.14,0.9,0,0.0,0.0
2022-05-08 04:10:00,-6.012,0.018121607888211645,357.0848529062318,6.470951687186466,6.11,0.0,0.0,0.0,0.0,6.11,0.97,0,0.0,0.0
2022-05-08 05:10:00,21.89618216868351,0.1825300459812537,398.90005028150273,72.8112445198071,6.402479137244833,0.0,6.53,0.09,5.1,6.19,0.9,0,6.62,6.62
2022-05-08 06:10:00,127.79275370247835,0.435746941302801,412.0587944819689,179.55335933243748,7.663022517126745,0.0,16.79,0.24,14.92,7.09,0.69,0,17.029999999999998,17.029999999999998
2022-05-08 07:10:00,679.2738093778897,1.7205566473673999,427.32462863758013,735.236230386194,11.88758714448073,0.0,69.01,0.99,25.04,9.37,0.41,0,70.0,70.0
2022-05-08 08:10:00,983.4932289699433,2.432768465660236,428.26108836072103,1041.860070833294,14.192456158018155,0.0,97.92,1.41,35.09,10.62,0.41,0,99.33,99.33
2022-05-08 09:10:00,1758.4261646130128,4.246978920032676,429.34788854141203,1823.4314319959158,17.674536968942693,0.0,171.6,2.47,44.59,11.52,0.48,0,174.07,174.07
2022-05-08 10:10:00,2675.7723911786306,6.448864395711963,426.3493796592729,2749.4693346185672,21.68826256073433,2.47,258.54,3.74,52.77,12.78,0.69,0,262.28000000000003,264.75000000000006
2022-05-08 11:10:00,1881.4075155920013,4.569914921008246,426.1424899062206,1947.4349230980433,19.830694930898886,0.0,184.65,2.65,58.3,13.91,0.97,0,187.3,187.3
2022-05-08 12:10:00,2990.921105963354,7.179271471244374,427.33014851702166,3067.919144050875,21.66356246801393,3.3,287.46,4.17,59.56,12.46,1.03,0,291.63,294.93
2022-05-08 13:10:00,4444.984578444979,10.751005514399509,422.13584907941566,4538.384841278516,25.680240848704962,58.96,377.2,6.14,56.05,12.47,1.24,0,383.34,442.3
2022-05-08 14:10:00,5825.005605584488,14.386228349579085,412.6197415616893,5936.0418236507685,30.913551901626604,278.54,305.48,8.37,49.03,13.47,1.31,0,313.85,592.3900000000001
2022-05-08 15:10:00,1932.7217408929287,4.676351254332014,427.5261987557816,1999.2626758113972,19.24922674644586,0.76,188.37,2.72,40.09,13.6,1.31,0,191.09,191.85
2022-05-08 16:10:00,2252.6444938879204,5.439501404401199,426.9103874412376,2322.179652040072,20.481833722789325,15.5,205.27,3.38,30.24,13.59,1.1,0,208.65,224.15
2022-05-08 17:10:00,1191.743750803061,2.9332395621111185,426.75592456853315,1251.7773613097297,16.403810583408664,10.79,106.85,3.27,20.11,12.2,0.55,0,110.12,120.91
2022-05-08 18:10:00,574.6043708894014,1.4922461533365936,421.9714965175969,629.6853424960698,13.415341381854718,0.0,60.63,0.91,10.09,11.0,0.07,0,61.54,61.54
2022-05-08 19:10:00,-6.012,0.0,0.0,0.0,10.63,0.0,0.0,0.0,0.0,10.63,0.41,0,0.0,0.0
2022-05-08 20:10:00,-6.012,0.0,0.0,0.0,9.18,0.0,0.0,0.0,0.0,9.18,0.83,0,0.0,0.0
2022-05-08 21:10:00,-6.012,0.0,0.0,0.0,7.83,0.0,0.0,0.0,0.0,7.83,1.1,0,0.0,0.0
2022-05-08 22:10:00,-6.012,0.0,0.0,0.0,6.63,0.0,0.0,0.0,0.0,6.63,1.24,0,0.0,0.0
2022-05-08 23:10:00,-6.012,0.0,0.0,0.0,5.68,0.0,0.0,0.0,0.0,5.68,1.24,0,0.0,0.0
2022-05-09 00:10:00,-6.012,0.0,0.0,0.0,5.54,0.0,0.0,0.0,0.0,5.54,1.24,0,0.0,0.0
2022-05-09 01:10:00,-6.012,0.0,0.0,0.0,5.29,0.0,0.0,0.0,0.0,5.29,1.24,0,0.0,0.0
2022-05-09 02:10:00,-6.012,0.0,0.0,0.0,4.74,0.0,0.0,0.0,0.0,4.74,1.24,0,0.0,0.0
2022-05-09 03:10:00,-6.012,0.0,0.0,0.0,4.24,0.0,0.0,0.0,0.0,4.24,1.31,0,0.0,0.0
2022-05-09 04:10:00,-6.012,0.01818438018992589,361.901636349092,6.580956946728191,3.99,0.0,0.0,0.0,0.0,3.99,1.31,0,0.0,0.0
2022-05-09 05:10:00,219.66638556839274,0.6394973712158288,425.6859616492208,272.22505343815885,4.321169008610028,1.83,23.33,0.35,5.31,3.57,1.31,0,23.68,25.51
2022-05-09 06:10:00,771.5574790389676,1.8971406683695684,436.65935935872994,828.4042288636487,7.9340054374890645,1.53,74.77,1.09,15.12,5.33,0.69,0,75.86,77.39
2022-05-09 07:10:00,1979.3734204550656,4.713893385475231,434.1534873166194,2046.5532521428172,15.815756066865475,22.78,168.08,2.59,25.24,9.2,0.62,0,170.67000000000002,193.45
2022-05-09 08:10:00,3416.7191507442208,8.267257429085747,423.1313971025012,3498.136186175084,24.470006539056,71.69,263.63,4.35,35.29,11.85,0.28,0,267.98,339.67
2022-05-09 09:10:00,6215.108164650357,15.823696602737023,400.0874414332833,6330.862287805593,37.65421645912454,312.39,331.39,7.46,44.81,13.02,0.21,0,338.85,651.24
2022-05-09 10:10:00,6841.1702219466615,17.68433821634782,393.8950647053182,6965.773545999056,40.750099408726676,344.62,374.99,8.59,53.01,14.56,0.41,0,383.58,728.2
2022-05-09 11:10:00,4313.756236801111,10.56019089981649,417.1593152310881,4405.282004477015,28.35387386134483,49.05,379.14,5.94,58.56,13.26,0.55,0,385.08,434.13
2022-05-09 12:10:00,4448.561169229889,10.861540995877515,418.1533013949195,4541.789225662445,27.859170433210487,51.58,388.92,6.15,59.83,12.33,0.55,0,395.07,446.65
2022-05-09 13:10:00,5143.8288092429175,12.799929248190399,409.8015044767667,5245.430263104595,32.543452663751495,120.67,398.58,7.19,56.29,12.63,0.21,0,405.77,526.4399999999999
2022-05-09 14:10:00,3088.8185052181284,7.486392581904363,422.99051724915586,3166.67307054997,24.16245191322423,11.8,291.33,4.35,49.24,12.91,0.34,0,295.68,307.48
2022-05-09 15:10:00,3406.1094995762346,8.275609947907725,421.3986928613838,3487.331214678979,25.404868029960767,47.21,287.88,4.98,40.28,12.77,0.28,0,292.86,340.07
2022-05-09 16:10:00,2881.1943879447717,6.966384639275301,424.45639239773294,2956.926492041777,23.064069444037827,178.76,102.03,6.24,30.42,12.56,0.34,0,108.27,287.03
2022-05-09 17:10:00,1117.283024052385,2.7638290215074455,425.7429201848536,1176.6806385082264,16.475926240048153,13.67,96.75,3.5,20.29,12.58,0.62,0,100.25,113.92
2022-05-09 18:10:00,572.0329402273064,1.492597342614788,420.11624975434773,627.0643979726299,14.355849974543192,0.0,60.63,0.91,10.28,12.18,0.48,0,61.54,61.54
2022-05-09 19:10:00,-6.012,0.0,0.0,0.0,11.48,0.0,0.0,0.0,0.0,11.48,0.76,0,0.0,0.0
2022-05-09 20:10:00,-6.012,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,9.8,0.9,0,0.0,0.0
2022-05-09 21:10:00,-6.012,0.0,0.0,0.0,8.64,0.0,0.0,0.0,0.0,8.64,0.97,0,0.0,0.0
2022-05-09 22:10:00,-6.012,0.0,0.0,0.0,7.66,0.0,0.0,0.0,0.0,7.66,1.03,0,0.0,0.0
2022-05-09 23:10:00,-6.012,0.0,0.0,0.0,6.63,0.0,0.0,0.0,0.0,6.63,0.76,0,0.0,0.0
2022-05-10 00:10:00,-6.012,0.0,0.0,0.0,5.96,0.0,0.0,0.0,0.0,5.96,0.9,0,0.0,0.0
2022-05-10 01:10:00,-6.012,0.0,0.0,0.0,5.47,0.0,0.0,0.0,0.0,5.47,0.97,0,0.0,0.0
2022-05-10 02:10:00,-6.012,0.0,0.0,0.0,4.97,0.0,0.0,0.0,0.0,4.97,1.1,0,0.0,0.0
2022-05-10 03:10:00,-6.012,0.0,0.0,0.0,4.65,0.0,0.0,0.0,0.0,4.65,1.03,0,0.0,0.0
2022-05-10 04:10:00,-6.012,0.018248389578431903,362.3472020527969,6.612252905714218,3.82,0.0,0.0,0.0,0.0,3.82,1.1,0,0.0,0.0
2022-05-10 05:10:00,278.96257890857964,0.7737666610809689,429.05166458363254,331.98587393610916,4.291132267565176,3.56,27.08,0.42,5.51,3.35,1.17,0,27.5,31.06
2022-05-10 06:10:00,1001.0933846523154,2.406171022282251,440.4752901988674,1059.8588793078802,7.839263063294389,7.56,89.53,1.34,15.32,4.68,0.9,0,90.87,98.43
2022-05-10 07:10:00,2092.714154279286,4.966366952873813,435.1255628930531,2160.9932159026744,15.618867255406439,26.9,174.28,2.71,25.43,8.53,0.55,0,176.99,203.89
2022-05-10 08:10:00,4220.464272968102,10.303989180860965,418.3745224401572,4310.926552771253,27.648920085061796,138.76,279.72,5.12,35.49,11.33,0.14,0,284.84000000000003,423.6
2022-05-10 09:10:00,8255.330978248581,21.986399644473067,382.1361053022681,8401.797129758112,46.13975612612349,721.84,175.59,9.5,45.02,12.95,0.34,0,185.09,906.93
2022-05-10 10:10:00,9136.662605856587,24.703913571132404,376.3824652013343,9298.119890023512,48.41185652219985,838.28,171.06,11.12,53.24,14.62,0.76,0,182.18,1020.46
2022-05-10 11:10:00,9375.1578732146,25.40806971505257,375.5066537080874,9540.899235881188,48.630663446584144,868.95,169.03,12.0,58.82,15.44,0.97,0,181.03,1049.98
2022-05-10 12:10:00,9070.168433600404,24.368215987747508,378.79804089422174,9230.632476246008,47.16844806710521,830.97,163.33,12.19,60.09,15.76,1.03,0,175.52,1006.49
2022-05-10 13:10:00,7862.549587484599,20.603643340945197,388.4236336288931,8002.94201248368,43.04036660716737,621.14,217.31,11.08,56.53,16.53,1.03,0,228.39,849.53
2022-05-10 14:10:00,5236.5016295486,13.033896181651894,409.64859134169365,5339.317210507577,32.62559128316385,182.99,345.58,7.58,49.45,16.38,1.17,0,353.16,536.15
2022-05-10 15:10:00,4001.4946794218667,9.861422321959036,414.66284451637983,4089.1654310008576,29.566118924884588,113.2,285.91,6.15,40.47,15.93,0.69,0,292.06,405.26
2022-05-10 16:10:00,2891.6131710470218,7.036161600969798,421.72762823572066,2967.3437438602446,24.566718900265883,164.68,118.98,6.15,30.6,14.32,0.48,0,125.13,289.81
2022-05-10 17:10:00,1398.4989620794952,3.44170435064777,424.26930460086567,1460.2095114911033,18.87357696441704,5.57,133.46,2.77,20.47,13.86,0.48,0,136.23000000000002,141.8
2022-05-10 18:10:00,455.3552141984525,1.2295995683524743,414.3140118440817,509.44033012586465,15.624671077670754,0.0,49.93,0.75,10.46,13.77,0.34,0,50.68,50.68
2022-05-10 19:10:00,-6.012,0.0,0.0,0.0,12.99,0.0,0.0,0.0,0.0,12.99,0.28,0,0.0,0.0
2022-05-10 20:10:00,-6.012,0.0,0.0,0.0,11.74,0.0,0.0,0.0,0.0,11.74,0.76,0,0.0,0.0
2022-05-10 21:10:00,-6.012,0.0,0.0,0.0,12.66,0.0,0.0,0.0,0.0,12.66,0.48,0,0.0,0.0
2022-05-10 22:10:00,-6.012,0.0,0.0,0.0,11.97,0.0,0.0,0.0,0.0,11.97,0.34,0,0.0,0.0
2022-05-10 23:10:00,-6.012,0.0,0.0,0.0,11.46,0.0,0.0,0.0,0.0,11.46,0.34,0,0.0,0.0
2022-05-11 00:10:00,-6.012,0.0,0.0,0.0,10.7,0.0,0.0,0.0,0.0,10.7,0.69,0,0.0,0.0
2022-05-11 01:10:00,-6.012,0.0,0.0,0.0,8.49,0.0,0.0,0.0,0.0,8.49,0.97,0,0.0,0.0
2022-05-11 02:10:00,-6.012,0.0,0.0,0.0,6.49,0.0,0.0,0.0,0.0,6.49,1.17,0,0.0,0.0
2022-05-11 03:10:00,-6.012,0.0,0.0,0.0,5.39,0.0,0.0,0.0,0.0,5.39,1.24,0,0.0,0.0
2022-05-11 04:10:00,-6.012,0.018311593832260192,360.4369718312867,6.600175430304331,4.7,0.0,0.0,0.0,0.0,4.7,1.31,0,0.0,0.0
2022-05-11 05:10:00,760.1286541562001,1.8605377045201692,439.0828665581881,816.930228640307,6.546428310620605,45.01,30.16,0.78,5.71,4.31,1.31,0,30.94,75.95
2022-05-11 06:10:00,3292.641920325942,7.69802228689969,438.2114130336247,3373.3612239066474,16.129148799589164,223.26,90.57,3.0,15.51,5.96,0.9,0,93.57,316.83
2022-05-11 07:10:00,5351.8704890511235,13.201552918861495,413.3188834481975,5456.451112206126,30.60846394548362,406.94,131.01,5.32,25.62,11.72,0.55,0,136.32999999999998,543.27
2022-05-11 08:10:00,7047.222136882616,18.231768415872942,393.54178585987563,7174.962701766313,40.82192388717135,587.75,155.61,7.6,35.68,15.14,0.62,0,163.21,750.96
2022-05-11 09:10:00,7917.540120254514,21.14638191472344,381.0701612035311,8058.255165115095,47.01416377116905,654.15,208.41,9.23,45.23,17.2,0.62,0,217.64,871.79
2022-05-11 10:10:00,8832.124809321664,24.483356744434317,367.07911504866934,8987.32892716782,53.79811209234406,823.77,176.11,11.05,53.47,18.65,0.55,0,187.16000000000005,1010.93
2022-05-11 11:10:00,8839.842977705363,24.576316529209105,366.00651576567657,8995.09198321023,54.375274821482314,797.1,206.04,11.67,59.07,19.67,0.62,0,217.71,1014.81
2022-05-11 12:10:00,8719.134438646017,24.15991245617121,367.23491453324596,8872.363385972738,53.82967105882986,817.01,168.26,12.11,60.35,20.27,0.69,0,180.37,997.38
2022-05-11 13:10:00,8004.250363750871,21.389167139031642,380.8651538131927,8146.388432343375,47.05318712351679,706.52,163.9,11.52,56.76,20.33,1.17,0,175.42000000000002,881.94
2022-05-11 14:10:00,6230.371990628308,15.977471600412844,397.1935493032297,6346.148653859532,39.23540794648104,403.1,245.02,9.39,49.66,20.66,1.52,0,254.41000000000005,657.51
2022-05-11 15:10:00,4677.479947979162,11.733528804574703,406.77634567832547,4772.921969036269,34.15551944193825,277.46,196.96,7.84,40.65,20.89,1.66,0,204.8,482.26
2022-05-11 16:10:00,2832.0068374722414,7.005718441105891,414.9255093312454,2906.85129240716,28.182283923753154,127.76,154.84,5.72,30.78,20.34,1.72,0,160.56,288.32
