,AC Power,DC scaled I_mp,DC scaled V_mp,DC scaled P_mp,Cell Temperature,poa_direct,poa_sky_diffuse,poa_ground_diffuse,solar_elevation,temp_air,wind_speed,Int,poa_diffuse,poa_global
2022-01-01 01:10:00,-6.012,0.0,0.0,0.0,-1.31,0.0,0.0,0.0,0.0,-1.31,2.07,0,0.0,0.0
2022-01-01 02:10:00,-6.012,0.0,0.0,0.0,-0.58,0.0,0.0,0.0,0.0,-0.58,2.14,0,0.0,0.0
2022-01-01 03:10:00,-6.012,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,-0.27,2.14,0,0.0,0.0
2022-01-01 04:10:00,-6.012,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,1.02,2.07,0,0.0,0.0
2022-01-01 05:10:00,-6.012,0.015485399183612133,364.5536767229446,5.645259207908287,1.51,0.0,0.0,0.0,0.0,1.51,2.0,0,0.0,0.0
2022-01-01 06:10:00,-6.012,0.02165948014838843,369.94759136664175,8.012872511149892,1.82,0.0,0.0,0.0,0.0,1.82,1.93,0,0.0,0.0
2022-01-01 07:10:00,-6.012,0.022954933502646886,371.35968862165765,8.524536957873803,1.66,0.0,0.0,0.0,0.0,1.66,1.79,0,0.0,0.0
2022-01-01 08:10:00,67.32632776880514,0.2860579442922917,414.986532485445,118.71019439177275,2.601593723485377,0.0,10.7,0.16,2.4,2.31,1.79,0,10.86,10.86
2022-01-01 09:10:00,3697.0766939935056,8.477328335023795,446.21899814788725,3782.7449566250143,12.160603641472198,245.05,102.74,1.66,9.64,2.42,1.59,0,104.4,349.45
2022-01-01 10:10:00,6478.529178279906,15.401883181829241,428.52771028360246,6600.133733964811,22.015950492210646,537.89,94.47,3.32,15.2,3.03,1.24,0,97.79,635.68
2022-01-01 11:10:00,6877.728291219866,16.594208145950393,422.13241744211786,7004.953200187725,25.30975456627922,581.51,99.11,4.18,18.62,4.56,1.17,0,103.29,684.8
2022-01-01 12:10:00,6522.09653624993,15.640194565742238,424.80884441368113,6644.092979878096,24.022131894795113,538.65,102.3,4.37,19.58,5.02,1.31,0,106.67,645.3199999999999
2022-01-01 13:10:00,4438.294637412331,10.378280720199857,436.72007756665346,4532.403561134186,17.723578176558334,279.04,145.24,3.44,17.97,5.64,1.52,0,148.68,427.72
2022-01-01 14:10:00,3258.2699499964624,7.559551345831126,441.66132617870215,3338.761472715768,14.21832546141977,202.73,106.04,2.59,13.96,5.05,1.31,0,108.63,311.36
2022-01-01 15:10:00,2116.1792098273972,4.913159484971072,444.7229919480739,2184.9949860743927,10.509305426320067,160.73,40.48,1.51,7.93,4.54,1.31,0,41.99,202.72
2022-01-01 16:10:00,-6.012,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,3.75,1.52,0,0.0,0.0
2022-01-01 17:10:00,-6.012,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,2.21,1.52,0,0.0,0.0
2022-01-01 18:10:00,-6.012,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.42,1.45,0,0.0,0.0
2022-01-01 19:10:00,-6.012,0.0,0.0,0.0,-0.68,0.0,0.0,0.0,0.0,-0.68,1.45,0,0.0,0.0
2022-01-01 20:10:00,-6.012,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,-0.1,1.45,0,0.0,0.0
2022-01-01 21:10:00,-6.012,0.0,0.0,0.0,-0.68,0.0,0.0,0.0,0.0,-0.68,1.38,0,0.0,0.0
2022-01-01 22:10:00,-6.012,0.0,0.0,0.0,-1.87,0.0,0.0,0.0,0.0,-1.87,1.31,0,0.0,0.0
2022-01-01 23:10:00,-6.012,0.0,0.0,0.0,-2.62,0.0,0.0,0.0,0.0,-2.62,1.24,0,0.0,0.0
2022-01-02 00:10:00,-6.012,0.0,0.0,0.0,-2.92,0.0,0.0,0.0,0.0,-2.92,1.1,0,0.0,0.0
2022-01-02 01:10:00,-6.012,0.0,0.0,0.0,-2.99,0.0,0.0,0.0,0.0,-2.99,1.17,0,0.0,0.0
2022-01-02 02:10:00,-6.012,0.0,0.0,0.0,-3.48,0.0,0.0,0.0,0.0,-3.48,1.1,0,0.0,0.0
2022-01-02 03:10:00,-6.012,0.0,0.0,0.0,-3.89,0.0,0.0,0.0,0.0,-3.89,1.1,0,0.0,0.0
2022-01-02 04:10:00,-6.012,0.0,0.0,0.0,-4.09,0.0,0.0,0.0,0.0,-4.09,1.1,0,0.0,0.0
2022-01-02 05:10:00,-6.012,0.0153836945772408,377.5777972398609,5.808541511885375,-4.31,0.0,0.0,0.0,0.0,-4.31,1.1,0,0.0,0.0
2022-01-02 06:10:00,-6.012,0.021625047875525848,384.2012407571017,8.308370225208757,-4.56,0.0,0.0,0.0,0.0,-4.56,1.17,0,0.0,0.0
2022-01-02 07:10:00,-6.012,0.022924742281197764,385.79918091829944,8.844346794849205,-4.81,0.0,0.0,0.0,0.0,-4.81,1.17,0,0.0,0.0
2022-01-02 08:10:00,71.2112718765353,0.28550371916495976,430.0581979526456,122.78321497286083,-4.640215780732854,0.0,10.7,0.16,2.41,-4.96,1.31,0,10.86,10.86
2022-01-02 09:10:00,5152.652396096181,11.756675969891678,447.1175264879619,5256.615879378428,12.188668060509162,398.6,85.01,1.93,9.67,-2.74,1.1,0,86.94000000000001,485.54
2022-01-02 10:10:00,6666.622532949591,15.961165919645584,425.4608034018605,6790.850475402806,23.602298645247934,566.43,88.86,3.42,15.24,2.13,0.83,0,92.28,658.7099999999999
2022-01-02 11:10:00,7301.854926772826,17.94090304868856,414.42548553613483,7435.167456909479,29.261276648455528,662.27,73.58,4.43,18.69,5.13,0.83,0,78.00999999999999,740.28
2022-01-02 12:10:00,6887.674437867174,16.92420061017021,414.4651921401976,7014.492057713446,29.48175048570274,617.51,75.81,4.64,19.67,6.73,0.83,0,80.45,697.96
2022-01-02 13:10:00,5418.309841406604,12.915996685179717,427.73969824254766,5524.6845246205185,22.723408560408423,418.45,110.0,3.93,18.08,6.11,1.03,0,113.93,532.38
2022-01-02 14:10:00,2249.8121133005707,5.227298824689789,443.80364703415165,2319.894282534663,11.344047480777718,94.52,118.38,2.14,14.08,5.1,1.38,0,120.52,215.04
2022-01-02 15:10:00,708.8068937801486,1.7481479142052696,437.70966176747504,765.1812322463056,6.745820111719386,17.1,54.0,0.86,8.06,4.74,1.59,0,54.86,71.96000000000001
2022-01-02 16:10:00,-6.012,0.0,0.0,0.0,3.88,0.0,0.0,0.0,0.0,3.88,1.72,0,0.0,0.0
2022-01-02 17:10:00,-6.012,0.0,0.0,0.0,3.05,0.0,0.0,0.0,0.0,3.05,1.59,0,0.0,0.0
2022-01-02 18:10:00,-6.012,0.0,0.0,0.0,2.72,0.0,0.0,0.0,0.0,2.72,1.59,0,0.0,0.0
2022-01-02 19:10:00,-6.012,0.0,0.0,0.0,2.36,0.0,0.0,0.0,0.0,2.36,1.59,0,0.0,0.0
2022-01-02 20:10:00,-6.012,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,1.78,1.66,0,0.0,0.0
2022-01-02 21:10:00,-6.012,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.79,1.59,0,0.0,0.0
2022-01-02 22:10:00,-6.012,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.23,1.72,0,0.0,0.0
2022-01-02 23:10:00,-6.012,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,-0.1,1.79,0,0.0,0.0
2022-01-03 00:10:00,-6.012,0.0,0.0,0.0,-1.09,0.0,0.0,0.0,0.0,-1.09,1.66,0,0.0,0.0
2022-01-03 01:10:00,-6.012,0.0,0.0,0.0,-1.52,0.0,0.0,0.0,0.0,-1.52,1.66,0,0.0,0.0
2022-01-03 02:10:00,-6.012,0.0,0.0,0.0,-1.49,0.0,0.0,0.0,0.0,-1.49,1.66,0,0.0,0.0
2022-01-03 03:10:00,-6.012,0.0,0.0,0.0,-1.68,0.0,0.0,0.0,0.0,-1.68,1.66,0,0.0,0.0
2022-01-03 04:10:00,-6.012,0.0,0.0,0.0,-1.84,0.0,0.0,0.0,0.0,-1.84,1.72,0,0.0,0.0
2022-01-03 05:10:00,-6.012,0.015312639752036953,369.3602853267143,5.6558809879175564,-0.71,0.0,0.0,0.0,0.0,-0.71,1.72,0,0.0,0.0
2022-01-03 06:10:00,-6.012,0.021632267035738287,376.5910004773065,8.146517085580939,-1.16,0.0,0.0,0.0,0.0,-1.16,1.86,0,0.0,0.0
2022-01-03 07:10:00,-6.012,0.022939033163149488,378.33901781248056,8.678731276513897,-1.47,0.0,0.0,0.0,0.0,-1.47,1.93,0,0.0,0.0
2022-01-03 08:10:00,59.41455123600356,0.26409924536591667,419.5131676658724,110.79311100162218,-0.24927520601447073,0.0,9.81,0.15,2.43,-0.51,1.93,0,9.96,9.96
2022-01-03 09:10:00,1964.4774729521394,4.479591572829458,453.6406242643343,2032.1247175476065,5.293491165462616,93.72,89.3,1.3,9.7,0.28,1.72,0,90.6,184.32
2022-01-03 10:10:00,4970.504733882059,11.499944168822344,441.0178091945262,5071.680183193397,15.494036523075533,325.57,146.0,2.89,15.3,2.09,1.52,0,148.89,474.46
2022-01-03 11:10:00,5130.223188238828,11.999239264006327,436.12979234388183,5233.225728495633,18.162107475298725,320.17,171.14,3.55,18.77,4.55,1.66,0,174.69,494.86
2022-01-03 12:10:00,3590.231161606154,8.296270858894202,442.9111045094211,3674.510489422154,13.86856165153171,159.64,179.0,3.16,19.77,5.14,2.07,0,182.16,341.79999999999995
2022-01-03 13:10:00,1445.0565161882007,3.413167914581784,441.70523182535703,1507.6141249692173,9.755696905931744,15.31,122.87,1.84,18.19,6.18,2.07,0,124.71,140.02
2022-01-03 14:10:00,1346.1003900983524,3.1859015655323093,441.88487621391346,1407.8017189149577,9.179864782137065,25.85,103.26,1.61,14.2,5.67,1.79,0,104.87,130.72
2022-01-03 15:10:00,93.15086321280464,0.35038006082938356,412.94256041829794,144.6868394384046,5.33596701192445,0.0,13.99,0.2,8.19,4.95,1.72,0,14.19,14.19
2022-01-03 16:10:00,-6.012,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,3.4,1.38,0,0.0,0.0
2022-01-03 17:10:00,-6.012,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,2.8,1.1,0,0.0,0.0
2022-01-03 18:10:00,-6.012,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.0,1.34,1.17,0,0.0,0.0
2022-01-03 19:10:00,-6.012,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,-0.01,1.24,0,0.0,0.0
2022-01-03 20:10:00,-6.012,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,1.35,0.97,0,0.0,0.0
2022-01-03 21:10:00,-6.012,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.86,1.03,0,0.0,0.0
2022-01-03 22:10:00,-6.012,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.36,1.03,0,0.0,0.0
2022-01-03 23:10:00,-6.012,0.0,0.0,0.0,-0.73,0.0,0.0,0.0,0.0,-0.73,1.1,0,0.0,0.0
2022-01-04 00:10:00,-6.012,0.0,0.0,0.0,-1.32,0.0,0.0,0.0,0.0,-1.32,1.1,0,0.0,0.0
2022-01-04 01:10:00,-6.012,0.0,0.0,0.0,-1.7,0.0,0.0,0.0,0.0,-1.7,1.1,0,0.0,0.0
2022-01-04 02:10:00,-6.012,0.0,0.0,0.0,-0.73,0.0,0.0,0.0,0.0,-0.73,0.97,0,0.0,0.0
2022-01-04 03:10:00,-6.012,0.0,0.0,0.0,-1.12,0.0,0.0,0.0,0.0,-1.12,1.03,0,0.0,0.0
2022-01-04 04:10:00,-6.012,0.0,0.0,0.0,-1.58,0.0,0.0,0.0,0.0,-1.58,1.17,0,0.0,0.0
2022-01-04 05:10:00,-6.012,0.015237519735736078,368.3459274605327,5.612678339257877,-0.3,0.0,0.0,0.0,0.0,-0.3,0.97,0,0.0,0.0
2022-01-04 06:10:00,-6.012,0.021628500663446168,375.11069621848384,8.113081942027232,-0.5,0.0,0.0,0.0,0.0,-0.5,0.97,0,0.0,0.0
2022-01-04 07:10:00,-6.012,0.022939890310236036,377.51267804680447,8.660099425117146,-1.1,0.0,0.0,0.0,0.0,-1.1,1.17,0,0.0,0.0
2022-01-04 08:10:00,59.31864824927177,0.2641136846880673,419.1084042712372,110.69226493581256,-0.055156852580070026,0.0,9.81,0.15,2.45,-0.37,0.97,0,9.96,9.96
2022-01-04 09:10:00,5280.233961929556,12.211902763518038,441.00827822688194,5385.550211613192,15.506863854384454,425.79,76.26,1.97,9.75,0.01,1.1,0,78.23,504.02
2022-01-04 10:10:00,6384.1266010989075,15.035507941640777,432.6163090039443,6504.605949712126,19.82931314918734,517.87,99.59,3.3,15.36,1.02,1.17,0,102.89,620.76
2022-01-04 11:10:00,2459.592259380673,5.6396591434232,448.9527192186916,2531.9403079064023,9.03560853229055,72.48,157.19,2.47,18.85,2.2,1.31,0,159.66,232.14
2022-01-04 12:10:00,2125.5718946769734,4.899702350756246,447.9011361906815,2194.582249899875,8.824264614079928,44.91,154.24,2.38,19.87,2.89,1.31,0,156.62,201.53
2022-01-04 13:10:00,3199.5216971681302,7.366417584879882,445.19881310882664,3279.5203656525127,12.232808841477196,141.22,159.32,2.91,18.31,3.66,1.52,0,162.23,303.45
2022-01-04 14:10:00,1411.6703331205774,3.3087695709769367,445.49262031827527,1474.0324262038912,7.57697499135903,29.42,104.79,1.65,14.33,3.79,1.59,0,106.44,135.86
2022-01-04 15:10:00,560.3814544628793,1.406018923257511,437.84187814460506,615.6139660659242,4.911122880174826,7.48,49.57,0.75,8.33,3.3,1.59,0,50.32,57.8
2022-01-04 16:10:00,-6.012,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,2.3,1.59,0,0.0,0.0
2022-01-04 17:10:00,-6.012,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,1.47,1.59,0,0.0,0.0
2022-01-04 18:10:00,-6.012,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.75,1.52,0,0.0,0.0
2022-01-04 19:10:00,-6.012,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.19,1.59,0,0.0,0.0
2022-01-04 20:10:00,-6.012,0.0,0.0,0.0,-0.07,0.0,0.0,0.0,0.0,-0.07,1.52,0,0.0,0.0
2022-01-04 21:10:00,-6.012,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,1.45,0,0.0,0.0
2022-01-04 22:10:00,-6.012,0.0,0.0,0.0,-1.26,0.0,0.0,0.0,0.0,-1.26,1.38,0,0.0,0.0
2022-01-04 23:10:00,-6.012,0.0,0.0,0.0,-1.37,0.0,0.0,0.0,0.0,-1.37,1.24,0,0.0,0.0
2022-01-05 00:10:00,-6.012,0.0,0.0,0.0,-1.18,0.0,0.0,0.0,0.0,-1.18,1.1,0,0.0,0.0
2022-01-05 01:10:00,-6.012,0.0,0.0,0.0,-1.27,0.0,0.0,0.0,0.0,-1.27,1.17,0,0.0,0.0
2022-01-05 02:10:00,-6.012,0.0,0.0,0.0,-0.82,0.0,0.0,0.0,0.0,-0.82,0.9,0,0.0,0.0
2022-01-05 03:10:00,-6.012,0.0,0.0,0.0,-0.88,0.0,0.0,0.0,0.0,-0.88,0.9,0,0.0,0.0
2022-01-05 04:10:00,-6.012,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,-1.42,1.03,0,0.0,0.0
2022-01-05 05:10:00,-6.012,0.015163823209839247,370.7656025268335,5.62222404900643,-1.41,0.0,0.0,0.0,0.0,-1.41,1.03,0,0.0,0.0
2022-01-05 06:10:00,-6.012,0.021617666815540088,378.03407408004085,8.172214658383522,-1.81,0.0,0.0,0.0,0.0,-1.81,1.1,0,0.0,0.0
2022-01-05 07:10:00,-6.012,0.022936203890147326,379.1863026507531,8.697094349948784,-1.85,0.0,0.0,0.0,0.0,-1.85,1.17,0,0.0,0.0
2022-01-05 08:10:00,21.561072029365885,0.17639753413661918,411.5876530797827,72.60304708435194,0.09905906527764505,0.0,6.24,0.09,2.48,-0.09,1.24,0,6.33,6.33
2022-01-05 09:10:00,1440.5924729416756,3.340433444903476,450.0389912707973,1503.3252979515948,5.287773641102011,55.79,80.19,1.17,9.79,1.36,1.45,0,81.36,137.15
2022-01-05 10:10:00,550.593462209671,1.3732992873073468,441.13071306722236,605.8044938645983,3.06338464800179,0.0,55.02,0.79,15.43,1.42,1.31,0,55.81,55.81
2022-01-05 11:10:00,489.67906838225747,1.2359554499220333,440.4826795096454,544.4169683362065,2.5264254837987776,0.0,49.43,0.71,18.94,1.05,1.31,0,50.14,50.14
2022-01-05 12:10:00,841.8010748491623,2.013281760710988,446.7323123237532,899.3980163216568,3.273825011552934,0.0,81.13,1.17,19.98,1.01,1.66,0,82.3,82.3
2022-01-05 13:10:00,955.427786277289,2.2641779707256493,447.8320967580681,1013.9715680634952,3.6117001556366004,0.0,91.39,1.31,18.43,0.92,1.38,0,92.7,92.7
2022-01-05 14:10:00,643.521363902891,1.5764573753737523,443.71135426941527,699.4920369750955,2.877929568631095,0.0,63.42,0.91,14.47,1.01,1.38,0,64.33,64.33
2022-01-05 15:10:00,349.5861451812444,0.9229821029719564,436.8745039510068,403.22734839153054,1.903681768715276,0.0,37.3,0.54,8.47,0.82,1.45,0,37.84,37.84
2022-01-05 16:10:00,-6.012,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2.0,0,0.0,0.0
2022-01-05 17:10:00,-6.012,0.0,0.0,0.0,-0.63,0.0,0.0,0.0,0.0,-0.63,1.86,0,0.0,0.0
2022-01-05 18:10:00,-6.012,0.0,0.0,0.0,-1.2,0.0,0.0,0.0,0.0,-1.2,1.86,0,0.0,0.0
2022-01-05 19:10:00,-6.012,0.0,0.0,0.0,-1.86,0.0,0.0,0.0,0.0,-1.86,2.28,0,0.0,0.0
2022-01-05 20:10:00,-6.012,0.0,0.0,0.0,-2.23,0.0,0.0,0.0,0.0,-2.23,2.14,0,0.0,0.0
2022-01-05 21:10:00,-6.012,0.0,0.0,0.0,-2.66,0.0,0.0,0.0,0.0,-2.66,2.21,0,0.0,0.0
2022-01-05 22:10:00,-6.012,0.0,0.0,0.0,-3.01,0.0,0.0,0.0,0.0,-3.01,1.93,0,0.0,0.0
2022-01-05 23:10:00,-6.012,0.0,0.0,0.0,-3.36,0.0,0.0,0.0,0.0,-3.36,2.0,0,0.0,0.0
2022-01-06 00:10:00,-6.012,0.0,0.0,0.0,-3.44,0.0,0.0,0.0,0.0,-3.44,1.79,0,0.0,0.0
2022-01-06 01:10:00,-6.012,0.0,0.0,0.0,-3.57,0.0,0.0,0.0,0.0,-3.57,1.79,0,0.0,0.0
2022-01-06 02:10:00,-6.012,0.0,0.0,0.0,-3.66,0.0,0.0,0.0,0.0,-3.66,1.72,0,0.0,0.0
2022-01-06 03:10:00,-6.012,0.0,0.0,0.0,-3.71,0.0,0.0,0.0,0.0,-3.71,1.86,0,0.0,0.0
2022-01-06 04:10:00,-6.012,0.0,0.0,0.0,-3.7,0.0,0.0,0.0,0.0,-3.7,1.72,0,0.0,0.0
2022-01-06 05:10:00,-6.012,0.015092431830930134,375.92551172127503,5.673630159160871,-3.73,0.0,0.0,0.0,0.0,-3.73,1.66,0,0.0,0.0
2022-01-06 06:10:00,-6.012,0.021604937691189666,382.32439035752645,8.260094631496434,-3.73,0.0,0.0,0.0,0.0,-3.73,1.72,0,0.0,0.0
2022-01-06 07:10:00,-6.012,0.022927426178884557,383.47375633035244,8.79206623980372,-3.77,0.0,0.0,0.0,0.0,-3.77,1.72,0,0.0,0.0
2022-01-06 08:10:00,70.25237211246792,0.28565110562078233,426.31561121051067,121.77752568568194,-2.8431926049812413,0.0,10.7,0.16,2.52,-3.15,1.52,0,10.86,10.86
2022-01-06 09:10:00,5019.232049169089,11.364913548787788,450.65196161396574,5121.620584334353,10.264805360561583,373.86,93.71,1.94,9.85,-2.65,1.66,0,95.65,469.51
2022-01-06 10:10:00,3502.6655062247282,7.824965346852113,458.36077465046486,3586.6571779961782,5.424594578044491,167.95,152.59,2.49,15.51,-1.64,3.03,0,155.08,323.03
2022-01-06 11:10:00,5211.1103504250195,11.78932230361418,450.9244366467698,5316.093518204422,10.122729361143524,304.01,179.57,3.59,19.04,-0.98,2.76,0,183.16,487.17
2022-01-06 12:10:00,3719.976426751462,8.35963757127939,455.32450069636644,3806.3478031453733,7.244730728150627,156.27,185.55,3.24,20.1,-0.37,2.97,0,188.79,345.06000000000006
2022-01-06 13:10:00,5507.980253189774,12.490466669786896,449.7003252598814,5616.966924050875,10.7691052807458,382.93,129.4,3.94,18.57,-0.29,3.17,0,133.34,516.27
2022-01-06 14:10:00,1584.1352345910925,3.6174204192013737,455.6569890162338,1648.3028962191402,2.907549533093512,34.62,112.43,1.78,14.62,-0.56,2.62,0,114.21,148.83
2022-01-06 15:10:00,715.7026222120751,1.7186627143415198,449.3843868811008,772.3401901397724,0.6941164212142668,12.87,57.02,0.88,8.62,-1.07,2.21,0,57.900000000000006,70.77000000000001
2022-01-06 16:10:00,-6.012,0.0,0.0,0.0,-1.9,0.0,0.0,0.0,0.0,-1.9,2.0,0,0.0,0.0
2022-01-06 17:10:00,-6.012,0.0,0.0,0.0,-3.11,0.0,0.0,0.0,0.0,-3.11,1.52,0,0.0,0.0
2022-01-06 18:10:00,-6.012,0.0,0.0,0.0,-4.19,0.0,0.0,0.0,0.0,-4.19,1.24,0,0.0,0.0
2022-01-06 19:10:00,-6.012,0.0,0.0,0.0,-4.48,0.0,0.0,0.0,0.0,-4.48,1.17,0,0.0,0.0
2022-01-06 20:10:00,-6.012,0.0,0.0,0.0,-2.78,0.0,0.0,0.0,0.0,-2.78,0.9,0,0.0,0.0
2022-01-06 21:10:00,-6.012,0.0,0.0,0.0,-2.79,0.0,0.0,0.0,0.0,-2.79,0.83,0,0.0,0.0
2022-01-06 22:10:00,-6.012,0.0,0.0,0.0,-2.94,0.0,0.0,0.0,0.0,-2.94,0.76,0,0.0,0.0
2022-01-06 23:10:00,-6.012,0.0,0.0,0.0,-3.27,0.0,0.0,0.0,0.0,-3.27,0.62,0,0.0,0.0
2022-01-07 00:10:00,-6.012,0.0,0.0,0.0,-3.39,0.0,0.0,0.0,0.0,-3.39,0.48,0,0.0,0.0
2022-01-07 01:10:00,-6.012,0.0,0.0,0.0,-3.61,0.0,0.0,0.0,0.0,-3.61,0.34,0,0.0,0.0
2022-01-07 02:10:00,-6.012,0.0,0.0,0.0,-3.57,0.0,0.0,0.0,0.0,-3.57,0.14,0,0.0,0.0
2022-01-07 03:10:00,-6.012,0.0,0.0,0.0,-3.6,0.0,0.0,0.0,0.0,-3.6,0.41,0,0.0,0.0
2022-01-07 04:10:00,-6.012,0.0,0.0,0.0,-3.5,0.0,0.0,0.0,0.0,-3.5,0.69,0,0.0,0.0
2022-01-07 05:10:00,-6.012,0.015033042532803654,376.307614785555,5.657048378489141,-3.93,0.0,0.0,0.0,0.0,-3.93,0.69,0,0.0,0.0
2022-01-07 06:10:00,-6.012,0.021599444049082865,383.305963729151,8.279195717247582,-4.17,0.0,0.0,0.0,0.0,-4.17,0.69,0,0.0,0.0
2022-01-07 07:10:00,-6.012,0.022924098584616588,385.23909372064657,8.831258963100451,-4.56,0.0,0.0,0.0,0.0,-4.56,0.69,0,0.0,0.0
2022-01-07 08:10:00,80.74049459814644,0.30724876138536467,430.8800135135238,132.38735045773936,-4.420575394722899,0.0,11.59,0.17,2.56,-4.81,0.76,0,11.76,11.76
2022-01-07 09:10:00,5480.119361629121,12.443106398037251,449.1389187293505,5588.683353248714,11.0767090235043,423.43,88.73,2.06,9.91,-4.97,1.03,0,90.79,514.22
2022-01-07 10:10:00,7228.86871453529,16.707451490101647,440.7018303727365,7363.0044525515,15.03178533881296,597.58,89.92,3.62,15.59,-5.61,1.24,0,93.54,691.12
2022-01-07 11:10:00,7615.631007765677,17.662378967436688,439.1221226547007,7755.941343312539,15.65087621082952,624.0,102.33,4.5,19.14,-5.57,1.38,0,106.83,730.83
2022-01-07 12:10:00,7216.093101295288,16.719133581664543,439.61260585936935,7349.941881546441,15.62944435410811,578.55,108.24,4.73,20.22,-4.45,1.38,0,112.97,691.52
2022-01-07 13:10:00,6530.00543482755,15.088928483418247,440.9365926996483,6653.260712967114,15.250467142093896,547.75,71.47,4.49,18.71,-2.86,1.38,0,75.96,623.71
2022-01-07 14:10:00,4906.769041819614,11.133448326954921,449.78134355002067,5007.617346842514,10.727097390805696,398.92,57.56,3.46,14.77,-3.01,1.24,0,61.02,459.94
2022-01-07 15:10:00,2496.480234285345,5.588014160887948,459.8410710397474,2569.5984167279894,3.248255838627938,185.92,43.29,1.78,8.77,-3.96,1.03,0,45.07,230.99
2022-01-07 16:10:00,-6.012,0.0,0.0,0.0,-4.66,0.0,0.0,0.0,0.0,-4.66,0.83,0,0.0,0.0
2022-01-07 17:10:00,-6.012,0.0,0.0,0.0,-3.83,0.0,0.0,0.0,0.0,-3.83,0.69,0,0.0,0.0
2022-01-07 18:10:00,-6.012,0.0,0.0,0.0,-4.19,0.0,0.0,0.0,0.0,-4.19,0.62,0,0.0,0.0
2022-01-07 19:10:00,-6.012,0.0,0.0,0.0,-4.56,0.0,0.0,0.0,0.0,-4.56,0.48,0,0.0,0.0
2022-01-07 20:10:00,-6.012,0.0,0.0,0.0,-5.16,0.0,0.0,0.0,0.0,-5.16,0.48,0,0.0,0.0
2022-01-07 21:10:00,-6.012,0.0,0.0,0.0,-5.36,0.0,0.0,0.0,0.0,-5.36,0.28,0,0.0,0.0
2022-01-07 22:10:00,-6.012,0.0,0.0,0.0,-5.41,0.0,0.0,0.0,0.0,-5.41,0.28,0,0.0,0.0
2022-01-07 23:10:00,-6.012,0.0,0.0,0.0,-5.48,0.0,0.0,0.0,0.0,-5.48,0.48,0,0.0,0.0
2022-01-08 00:10:00,-6.012,0.0,0.0,0.0,-5.45,0.0,0.0,0.0,0.0,-5.45,0.69,0,0.0,0.0
2022-01-08 01:10:00,-6.012,0.0,0.0,0.0,-5.28,0.0,0.0,0.0,0.0,-5.28,0.76,0,0.0,0.0
2022-01-08 02:10:00,-6.012,0.0,0.0,0.0,-5.19,0.0,0.0,0.0,0.0,-5.19,0.76,0,0.0,0.0
2022-01-08 03:10:00,-6.012,0.0,0.0,0.0,-4.97,0.0,0.0,0.0,0.0,-4.97,0.62,0,0.0,0.0
2022-01-08 04:10:00,-6.012,0.0,0.0,0.0,-4.8,0.0,0.0,0.0,0.0,-4.8,0.55,0,0.0,0.0
2022-01-08 05:10:00,-6.012,0.01497822906262838,378.16592479474946,5.664255845256455,-4.78,0.0,0.0,0.0,0.0,-4.78,0.48,0,0.0,0.0
2022-01-08 06:10:00,-6.012,0.021593974218923912,384.758539568015,8.308465983942533,-4.82,0.0,0.0,0.0,0.0,-4.82,0.55,0,0.0,0.0
2022-01-08 07:10:00,-6.012,0.02292377243613386,385.77604425611526,8.843442249839093,-4.8,0.0,0.0,0.0,0.0,-4.8,0.69,0,0.0,0.0
2022-01-08 08:10:00,32.76247003666541,0.1981392347045297,423.9777744248546,84.00663175627042,-4.791007014623706,0.0,7.13,0.11,2.62,-5.06,0.28,0,7.24,7.24
2022-01-08 09:10:00,5565.622399519174,12.829623922668773,442.33143063399484,5674.945904210203,14.763301628819404,450.26,77.43,2.09,9.98,-4.92,0.28,0,79.52000000000001,529.78
2022-01-08 10:10:00,3906.754045146674,8.861435959090457,450.8428913917295,3995.115409678986,9.799761103141376,206.33,156.63,2.65,15.68,-3.58,0.34,0,159.28,365.61
