,AC Power,DC scaled I_mp,DC scaled V_mp,DC scaled P_mp,Cell Temperature
2020-01-01 00:00:00,-6.012,0.0,0.0,0.0,-3.74
2020-01-01 01:00:00,-6.012,0.0,0.0,0.0,-3.33
2020-01-01 02:00:00,-6.012,0.0,0.0,0.0,-3.74
2020-01-01 03:00:00,-6.012,0.0,0.0,0.0,-3.99
2020-01-01 04:00:00,-6.012,0.0,0.0,0.0,-4.13
2020-01-01 05:00:00,-6.012,0.011413746366960627,610.2304533087901,6.965015619461941,-3.95
2020-01-01 06:00:00,-6.012,0.021237864427093092,627.7494699989211,13.332058138016627,-3.77
2020-01-01 07:00:00,145.9412697680058,0.28490027378361243,706.3415510397894,201.23690127597746,-4.604661664614741
2020-01-01 08:00:00,9153.507730102885,12.76948407096719,731.9245383027109,9346.298733006483,13.029714672242035
2020-01-01 09:00:00,11934.373657287675,17.348606417507106,702.3165652065603,12184.213670264082,22.16448177323707
2020-01-01 10:00:00,12568.69178724979,18.534341869836982,692.353978845617,12832.325338866547,25.206319351179378
2020-01-01 11:00:00,11750.3176920871,17.336930830651262,691.8704648681294,11994.910393189293,25.688275405319484
2020-01-01 12:00:00,10349.617304749243,15.112141974629907,699.0481632789254,10564.11509057539,23.726392683616197
2020-01-01 13:00:00,7151.922917813324,10.211693608067963,715.40268642565,7305.473040167461,18.37832904526806
2020-01-01 14:00:00,3876.2123771905717,5.430369639109907,732.5742052300643,3978.1487224764105,10.439616683939217
2020-01-01 15:00:00,-6.012,0.01268009761034437,593.2155129184689,7.522030607776687,1.44
2020-01-01 16:00:00,-6.012,0.0,0.0,0.0,-0.71
2020-01-01 17:00:00,-6.012,0.0,0.0,0.0,-1.19
2020-01-01 18:00:00,-6.012,0.0,0.0,0.0,-2.01
2020-01-01 19:00:00,-6.012,0.0,0.0,0.0,-2.73
2020-01-01 20:00:00,-6.012,0.0,0.0,0.0,-2.73
2020-01-01 21:00:00,-6.012,0.0,0.0,0.0,-3.72
2020-01-01 22:00:00,-6.012,0.0,0.0,0.0,-3.61
2020-01-01 23:00:00,-6.012,0.0,0.0,0.0,-3.81
2020-01-02 00:00:00,-6.012,0.0,0.0,0.0,-3.97
2020-01-02 01:00:00,-6.012,0.0,0.0,0.0,-4.22
2020-01-02 02:00:00,-6.012,0.0,0.0,0.0,-4.36
2020-01-02 03:00:00,-6.012,0.0,0.0,0.0,-4.63
2020-01-02 04:00:00,-6.012,0.0,0.0,0.0,-4.84
2020-01-02 05:00:00,-6.012,0.01122789974292574,612.3713286030807,6.875643882997622,-4.65
2020-01-02 06:00:00,-6.012,0.021223854561581934,629.866709128183,13.368199427718789,-4.35
2020-01-02 07:00:00,145.37479057010327,0.2849498666429023,704.1200659207398,200.63891888470636,-3.9556427410876425
2020-01-02 08:00:00,9549.562517089344,13.35694304332132,729.9732310396139,9750.210870145358,13.631914504223882
2020-01-02 09:00:00,11911.634198534757,17.50819892781496,694.5418671223756,12160.177173274575,24.74468808463102
2020-01-02 10:00:00,12504.797267812577,18.89688189682539,675.5194587265728,12765.21143056346,30.804595647034283
2020-01-02 11:00:00,11819.98001867511,18.00577701202294,670.006590641745,12063.989267680994,32.91195596802998
2020-01-02 12:00:00,10055.491525154715,15.116701015854089,678.847828442203,10261.939657822591,30.500276450827506
2020-01-02 13:00:00,7212.209310220609,10.419326453031307,706.9743023295322,7366.196049875446,21.187251929629372
2020-01-02 14:00:00,3915.761214666456,5.540224527818579,725.2234711959067,4017.900863269293,12.907330650479818
2020-01-02 15:00:00,-6.012,0.012970491998101037,583.9602525773367,7.574251783263406,4.11
2020-01-02 16:00:00,-6.012,0.0,0.0,0.0,3.26
2020-01-02 17:00:00,-6.012,0.0,0.0,0.0,2.15
2020-01-02 18:00:00,-6.012,0.0,0.0,0.0,-0.24
2020-01-02 19:00:00,-6.012,0.0,0.0,0.0,0.43
2020-01-02 20:00:00,-6.012,0.0,0.0,0.0,-1.29
2020-01-02 21:00:00,-6.012,0.0,0.0,0.0,-2.02
2020-01-02 22:00:00,-6.012,0.0,0.0,0.0,-2.38
2020-01-02 23:00:00,-6.012,0.0,0.0,0.0,-2.81
2020-01-03 00:00:00,-6.012,0.0,0.0,0.0,-3.19
2020-01-03 01:00:00,-6.012,0.0,0.0,0.0,-3.44
2020-01-03 02:00:00,-6.012,0.0,0.0,0.0,-3.78
2020-01-03 03:00:00,-6.012,0.0,0.0,0.0,-3.8
2020-01-03 04:00:00,-6.012,0.0,0.0,0.0,-3.77
2020-01-03 05:00:00,-6.012,0.011052615944816001,608.5776949929427,6.726375535338367,-3.76
2020-01-03 06:00:00,-6.012,0.021216283278799233,627.4250151283888,13.311626857168793,-3.69
2020-01-03 07:00:00,145.63746393936975,0.2849237820084779,705.158011546628,200.9162875634432,-4.2589856234606795
2020-01-03 08:00:00,8893.755085331606,12.36117487671341,734.6881197559787,9081.608328147417,12.133838583392924
2020-01-03 09:00:00,11607.105576722697,17.057334623949746,694.6410611357715,11848.725023328387,24.82160767679577
2020-01-03 10:00:00,5643.464829773036,7.988733448886438,722.5011288538868,5771.868934933256,15.420232433717754
2020-01-03 11:00:00,9905.588219490292,14.718461794083144,686.8696181769926,10109.66423265454,27.862231166119443
2020-01-03 12:00:00,5392.371005813071,7.697257080495639,716.6676267571157,5516.374964418215,17.18695696112234
2020-01-03 13:00:00,6449.438093554712,9.270547045527534,710.900979543631,6590.440975570838,19.655777942533778
2020-01-03 14:00:00,2386.252919229553,3.402003076817872,725.3541260918868,2467.6569687471374,9.829128436338085
2020-01-03 15:00:00,-6.012,0.013244798705337263,590.6088447191597,7.822495261897063,2.49
2020-01-03 16:00:00,-6.012,0.0,0.0,0.0,0.65
2020-01-03 17:00:00,-6.012,0.0,0.0,0.0,-0.77
2020-01-03 18:00:00,-6.012,0.0,0.0,0.0,-0.92
2020-01-03 19:00:00,-6.012,0.0,0.0,0.0,-0.98
2020-01-03 20:00:00,-6.012,0.0,0.0,0.0,-1.35
2020-01-03 21:00:00,-6.012,0.0,0.0,0.0,-1.33
2020-01-03 22:00:00,-6.012,0.0,0.0,0.0,-1.18
2020-01-03 23:00:00,-6.012,0.0,0.0,0.0,-1.25
2020-01-04 00:00:00,-6.012,0.0,0.0,0.0,-1.51
2020-01-04 01:00:00,-6.012,0.0,0.0,0.0,-1.69
2020-01-04 02:00:00,-6.012,0.0,0.0,0.0,-2.08
2020-01-04 03:00:00,-6.012,0.0,0.0,0.0,-2.31
2020-01-04 04:00:00,-6.012,0.0,0.0,0.0,-2.41
2020-01-04 05:00:00,-6.012,0.010886585654306655,602.6283017675288,6.560564624901561,-2.29
2020-01-04 06:00:00,-6.012,0.02121259565101178,622.4857529526893,13.204538575901012,-2.35
2020-01-04 07:00:00,5.086788948644091,0.08825436702510259,663.225465224444,58.532543628312496,-2.0123895984878857
2020-01-04 08:00:00,1198.781340203072,1.7199308984201886,736.1052661851346,1266.0501918016307,1.3684061001106875
2020-01-04 09:00:00,2503.3912712231204,3.50053576958926,738.9711568715861,2586.7949673237435,5.724362537458748
2020-01-04 10:00:00,5091.350963089849,7.125201555706576,731.4184919877017,5211.504176983331,12.09554465335643
2020-01-04 11:00:00,4088.2767456097367,5.729440452620345,731.8786446233189,4193.255112913793,10.944208467526371
2020-01-04 12:00:00,4363.911792930736,6.091748962137442,734.2867127910331,4473.09032055609,10.474188643243307
2020-01-04 13:00:00,2066.637463081289,2.9249264354040445,733.1030503779688,2144.2724919258635,6.32205498168455
2020-01-04 14:00:00,1827.0003214696965,2.588078799665796,734.801744841457,1901.7248177816105,4.899041436524877
2020-01-04 15:00:00,-6.012,0.013510641656698453,597.075735773715,8.066876307948233,0.91
2020-01-04 16:00:00,-6.012,0.0,0.0,0.0,-0.13
2020-01-04 17:00:00,-6.012,0.0,0.0,0.0,-1.02
2020-01-04 18:00:00,-6.012,0.0,0.0,0.0,-1.33
2020-01-04 19:00:00,-6.012,0.0,0.0,0.0,-0.98
2020-01-04 20:00:00,-6.012,0.0,0.0,0.0,-0.82
2020-01-04 21:00:00,-6.012,0.0,0.0,0.0,-0.56
2020-01-04 22:00:00,-6.012,0.0,0.0,0.0,-0.63
2020-01-04 23:00:00,-6.012,0.0,0.0,0.0,-0.79
2020-01-05 00:00:00,-6.012,0.0,0.0,0.0,-0.99
2020-01-05 01:00:00,-6.012,0.0,0.0,0.0,-1.42
2020-01-05 02:00:00,-6.012,0.0,0.0,0.0,-1.67
2020-01-05 03:00:00,-6.012,0.0,0.0,0.0,-1.38
2020-01-05 04:00:00,-6.012,0.0,0.0,0.0,-1.73
2020-01-05 05:00:00,-6.012,0.010727559127483398,601.0341784166133,6.4476296866026255,-1.98
2020-01-05 06:00:00,-6.012,0.021206082690797344,620.9675478590619,13.168289168200925,-1.94
2020-01-05 07:00:00,35.51839596011894,0.13220045563318217,676.1515233800128,89.3875394679079,-2.3176956932807355
2020-01-05 08:00:00,2748.8826379138977,3.75310932448568,755.6837784903508,2836.163835414707,0.8997374852449749
2020-01-05 09:00:00,6330.03324230927,8.576888415427518,754.5921326837652,6472.05252118813,5.176545453018866
2020-01-05 10:00:00,10445.877943012667,14.403643175343465,740.5289272320915,10666.314428870932,9.986289662520484
2020-01-05 11:00:00,7889.626735039319,10.768892689169448,748.3814978241163,8059.240040627808,7.592490827113123
2020-01-05 12:00:00,6333.874458764471,8.616247453587174,751.5742554827177,6475.749764984645,6.171704618022447
2020-01-05 13:00:00,4188.604265294387,5.695239516113471,754.3548618690692,4296.231618489042,3.694292696563354
2020-01-05 14:00:00,2591.5875477547793,3.558560979450683,752.1685962631697,2676.6378166303107,1.667076698723002
2020-01-05 15:00:00,-6.012,0.013762978596021635,611.35252150476,8.414031668093868,-2.78
2020-01-05 16:00:00,-6.012,0.0,0.0,0.0,-3.88
2020-01-05 17:00:00,-6.012,0.0,0.0,0.0,-5.49
2020-01-05 18:00:00,-6.012,0.0,0.0,0.0,-4.69
2020-01-05 19:00:00,-6.012,0.0,0.0,0.0,-4.84
2020-01-05 20:00:00,-6.012,0.0,0.0,0.0,-5.05
2020-01-05 21:00:00,-6.012,0.0,0.0,0.0,-4.71
2020-01-05 22:00:00,-6.012,0.0,0.0,0.0,-4.4
2020-01-05 23:00:00,-6.012,0.0,0.0,0.0,-3.69
2020-01-06 00:00:00,-6.012,0.0,0.0,0.0,-3.46
2020-01-06 01:00:00,-6.012,0.0,0.0,0.0,-3.29
2020-01-06 02:00:00,-6.012,0.0,0.0,0.0,-2.97
2020-01-06 03:00:00,-6.012,0.0,0.0,0.0,-3.11
2020-01-06 04:00:00,-6.012,0.0,0.0,0.0,-3.22
2020-01-06 05:00:00,-6.012,0.010575640106788103,605.9359617560933,6.408160659292963,-3.4
2020-01-06 06:00:00,-6.012,0.02119288317924061,626.398225796258,13.275184422983676,-3.42
2020-01-06 07:00:00,144.391854487871,0.2850335835181065,700.2735632975223,199.60148318968635,-2.8316254199155546
2020-01-06 08:00:00,8476.923640573785,11.924396803297949,725.8968678962146,8655.882291065616,15.050583482155925
2020-01-06 09:00:00,10687.54050000828,15.451332931450839,706.0839334579821,10909.937933407664,21.31221389466288
2020-01-06 10:00:00,11776.173669367334,17.421030302954026,690.0380187952741,12021.173235622831,26.285759124955415
2020-01-06 11:00:00,11424.566654291859,16.79321796237909,694.4506539101361,11662.0611952296,24.946774339537253
2020-01-06 12:00:00,9385.29955110193,13.44264273198283,712.7370376516444,9581.06935900285,19.356535975415916
2020-01-06 13:00:00,7373.648603287154,10.358721384772464,727.1235559927547,7532.070328833946,14.543249454358712
2020-01-06 14:00:00,4106.443215608679,5.666415707543575,743.3766314949445,4212.281021323784,7.193259725253563
2020-01-06 15:00:00,-6.012,0.014017856521401511,608.8037021531256,8.534122946480576,-1.95
2020-01-06 16:00:00,-6.012,0.0,0.0,0.0,-0.96
2020-01-06 17:00:00,-6.012,0.0,0.0,0.0,-1.51
2020-01-06 18:00:00,-6.012,0.0,0.0,0.0,-1.99
2020-01-06 19:00:00,-6.012,0.0,0.0,0.0,-2.38
2020-01-06 20:00:00,-6.012,0.0,0.0,0.0,-3.22
2020-01-06 21:00:00,-6.012,0.0,0.0,0.0,-3.88
2020-01-06 22:00:00,-6.012,0.0,0.0,0.0,-4.38
2020-01-06 23:00:00,-6.012,0.0,0.0,0.0,-5.49
2020-01-07 00:00:00,-6.012,0.0,0.0,0.0,-6.09
2020-01-07 01:00:00,-6.012,0.0,0.0,0.0,-6.59
2020-01-07 02:00:00,-6.012,0.0,0.0,0.0,-7.05
2020-01-07 03:00:00,-6.012,0.0,0.0,0.0,-7.7
2020-01-07 04:00:00,-6.012,0.0,0.0,0.0,-7.99
2020-01-07 05:00:00,-6.012,0.010428557546219866,622.6442574857513,6.493281470013497,-7.96
2020-01-07 06:00:00,-6.012,0.02116591601084763,643.6138368035978,13.622676413204344,-8.1
2020-01-07 07:00:00,149.28405152147582,0.28457522770885324,719.5545098360357,204.76738848552213,-8.463192604981241
2020-01-07 08:00:00,8396.632359457295,11.441651440743946,749.5432078597125,8576.012124107918,7.237543264651908
2020-01-07 09:00:00,10977.906476553244,15.76106682968059,711.0627014714188,11207.106757984251,19.585373262821303
2020-01-07 10:00:00,12382.915870562201,18.32979434450415,689.6914584459201,12641.902594474846,26.164517909872902
2020-01-07 11:00:00,10387.867505401153,15.078417836995552,703.2281930434432,10603.568529464406,22.33183797739038
2020-01-07 12:00:00,8856.008553611022,12.67130631555408,713.5254246483072,9041.299219654504,19.139462883676806
2020-01-07 13:00:00,5008.754266674121,7.035619145363988,728.7857893442177,5127.459252379385,12.897320419285093
2020-01-07 14:00:00,4122.963408519984,5.760026849274134,734.1225724823271,4228.565728156401,10.249860197471072
2020-01-07 15:00:00,-6.012,0.014271056658245447,596.5505797408147,8.513407122990333,1.49
2020-01-07 16:00:00,-6.012,0.0,0.0,0.0,-0.19
2020-01-07 17:00:00,-6.012,0.0,0.0,0.0,-0.71
2020-01-07 18:00:00,-6.012,0.0,0.0,0.0,-1.1
2020-01-07 19:00:00,-6.012,0.0,0.0,0.0,-1.57
2020-01-07 20:00:00,-6.012,0.0,0.0,0.0,-1.98
2020-01-07 21:00:00,-6.012,0.0,0.0,0.0,-1.74
2020-01-07 22:00:00,-6.012,0.0,0.0,0.0,-1.77
2020-01-07 23:00:00,-6.012,0.0,0.0,0.0,-1.78
2020-01-08 00:00:00,-6.012,0.0,0.0,0.0,-1.76
2020-01-08 01:00:00,-6.012,0.0,0.0,0.0,-2.21
2020-01-08 02:00:00,-6.012,0.0,0.0,0.0,-2.86
2020-01-08 03:00:00,-6.012,0.0,0.0,0.0,-3.66
2020-01-08 04:00:00,-6.012,0.0,0.0,0.0,-3.94
2020-01-08 05:00:00,-6.012,0.010310948237656738,605.9055925070901,6.247461201247343,-3.59
2020-01-08 06:00:00,-6.012,0.0211806490045046,627.8545969349219,13.298367843543293,-3.82
2020-01-08 07:00:00,82.6774388203402,0.19754693282165534,694.5420584322194,137.20465335892385,-4.241138113722862
2020-01-08 08:00:00,9037.948115268837,12.614499058711296,731.5706175821126,9228.396866870404,13.155578866389368
2020-01-08 09:00:00,11580.434494680138,16.843081537894633,701.9004336679712,11822.166235753242,22.427994856501876
2020-01-08 10:00:00,12385.522855170087,18.526231344025227,682.4831863773162,12643.841399233646,28.549019630027722
2020-01-08 11:00:00,11684.251425742228,17.437598511734603,683.9566677887767,11926.56177232453,28.334254919685698
2020-01-08 12:00:00,10215.798470978692,15.045808032995625,693.0107975154441,10426.907424210574,25.75943188929838
2020-01-08 13:00:00,7291.861609159675,10.516465960278584,708.1618734312958,7447.360236307333,20.809972187252978
2020-01-08 14:00:00,4007.783487059011,5.679312035261422,723.8874816063535,4111.182886462045,13.468520664468212
2020-01-08 15:00:00,-6.012,0.014512344100597874,590.670188552785,8.572009026243045,3.21
2020-01-08 16:00:00,-6.012,0.0,0.0,0.0,-0.41
2020-01-08 17:00:00,-6.012,0.0,0.0,0.0,-1.15
2020-01-08 18:00:00,-6.012,0.0,0.0,0.0,-1.38
2020-01-08 19:00:00,-6.012,0.0,0.0,0.0,-2.24
2020-01-08 20:00:00,-6.012,0.0,0.0,0.0,-2.59
2020-01-08 21:00:00,-6.012,0.0,0.0,0.0,-3.15
2020-01-08 22:00:00,-6.012,0.0,0.0,0.0,-2.33
2020-01-08 23:00:00,-6.012,0.0,0.0,0.0,-2.12
2020-01-09 00:00:00,-6.012,0.0,0.0,0.0,-2.01
2020-01-09 01:00:00,-6.012,0.0,0.0,0.0,-1.57
2020-01-09 02:00:00,-6.012,0.0,0.0,0.0,-1.58
2020-01-09 03:00:00,-6.012,0.0,0.0,0.0,-0.44
2020-01-09 04:00:00,-6.012,0.0,0.0,0.0,0.11
2020-01-09 05:00:00,-6.012,0.010203884129479408,591.4268369496863,6.034850915299109,0.19
2020-01-09 06:00:00,-6.012,0.021194104998656867,612.4896460325982,12.981169868605065,0.36
2020-01-09 07:00:00,4.364672199628349,0.08831036711851827,653.4449543400638,57.70596380951444,0.7545680476327188
2020-01-09 08:00:00,713.1085200379566,1.0756858981225477,720.0806883738492,774.5806419941264,2.465700178284674
2020-01-09 09:00:00,2543.417795938879,3.5830376521292457,733.2128996974488,2627.1294266428235,7.700300128587453
2020-01-09 10:00:00,8374.59991717378,12.203684414680069,700.5659976799644,8549.486347341775,23.447550231839255
2020-01-09 11:00:00,10758.197242341432,16.303319345540025,673.4222009438562,10979.017196364111,32.13193203310587
2020-01-09 12:00:00,9500.614121491888,14.191606891367623,683.2269985501872,9696.088980993252,29.140198202418244
2020-01-09 13:00:00,6753.22591583583,9.779383864453067,705.46859427314,6899.0481877131315,21.564506640706487
2020-01-09 14:00:00,3581.99197265598,5.097871803452662,721.7184451991369,3679.228111812376,13.570229478189479
2020-01-09 15:00:00,-6.012,0.01474633737089365,584.110763751455,8.613494384249314,5.11
2020-01-09 16:00:00,-6.012,0.0,0.0,0.0,3.79
2020-01-09 17:00:00,-6.012,0.0,0.0,0.0,2.97
2020-01-09 18:00:00,-6.012,0.0,0.0,0.0,1.7
2020-01-09 19:00:00,-6.012,0.0,0.0,0.0,-2.01
2020-01-09 20:00:00,-6.012,0.0,0.0,0.0,-2.02
2020-01-09 21:00:00,-6.012,0.0,0.0,0.0,-2.17
2020-01-09 22:00:00,-6.012,0.0,0.0,0.0,-2.24
2020-01-09 23:00:00,-6.012,0.0,0.0,0.0,-2.42
2020-01-10 00:00:00,-6.012,0.0,0.0,0.0,-2.49
2020-01-10 01:00:00,-6.012,0.0,0.0,0.0,-2.57
2020-01-10 02:00:00,-6.012,0.0,0.0,0.0,-2.57
2020-01-10 03:00:00,-6.012,0.0,0.0,0.0,-2.75
2020-01-10 04:00:00,-6.012,0.0,0.0,0.0,-2.77
2020-01-10 05:00:00,-6.012,0.010099559156001449,601.8084291933163,6.077999831218207,-2.66
2020-01-10 06:00:00,-6.012,0.02118018489014309,623.2874847868532,13.2013441674978,-2.58
2020-01-10 07:00:00,174.7173115859649,0.3288537455917203,700.101755062251,230.23108444755837,-1.5753768822351815
2020-01-10 08:00:00,5629.041845382966,7.730982796522554,744.8794287210426,5758.650048925928,8.0292889752746
2020-01-10 09:00:00,11780.051300840936,17.248432755569713,697.2141123787795,12025.850733599604,23.908597958430697
2020-01-10 10:00:00,11976.135122074198,17.950652924133937,681.0231534047305,12224.81026006754,29.1974584083925
2020-01-10 11:00:00,11491.628896105372,17.35853421352774,675.6783752407755,11728.786193957838,31.149152417170527
2020-01-10 12:00:00,9844.365150823414,14.65704515166269,685.4759180251051,10047.051480871398,28.33680133509492
2020-01-10 13:00:00,7359.544049661576,10.699175487265492,702.4671986250942,7515.819832137668,22.713909600045255
2020-01-10 14:00:00,3999.5697461609147,5.690226379596447,721.0090141039026,4102.704511980854,14.404691606981434
2020-01-10 15:00:00,-6.012,0.014967360484059115,587.7058850475914,8.796405840110307,4.26
2020-01-10 16:00:00,-6.012,0.0,0.0,0.0,2.06
2020-01-10 17:00:00,-6.012,0.0,0.0,0.0,1.3
2020-01-10 18:00:00,-6.012,0.0,0.0,0.0,0.44
2020-01-10 19:00:00,-6.012,0.0,0.0,0.0,0.42
2020-01-10 20:00:00,-6.012,0.0,0.0,0.0,-0.56
2020-01-10 21:00:00,-6.012,0.0,0.0,0.0,-1.05
2020-01-10 22:00:00,-6.012,0.0,0.0,0.0,-1.57
2020-01-10 23:00:00,-6.012,0.0,0.0,0.0,-1.57
2020-01-11 00:00:00,-6.012,0.0,0.0,0.0,-1.22
2020-01-11 01:00:00,-6.012,0.0,0.0,0.0,-1.59
2020-01-11 02:00:00,-6.012,0.0,0.0,0.0,-1.64
2020-01-11 03:00:00,-6.012,0.0,0.0,0.0,-1.39
2020-01-11 04:00:00,-6.012,0.0,0.0,0.0,-1.69
2020-01-11 05:00:00,-6.012,0.010015942545504851,597.5119972021855,5.984645834226946,-1.58
2020-01-11 06:00:00,-6.012,0.021183462380316653,619.4271434365951,13.12161159033612,-1.53
2020-01-11 07:00:00,173.79894847896,0.3289369079560364,696.9919586760749,229.26637975712958,-0.662105275383865
2020-01-11 08:00:00,9399.260551425392,13.34099855324585,719.2784800724619,9595.893162027587,17.18836041321583
2020-01-11 09:00:00,9490.463502960672,13.550936733182933,714.9738173863916,9688.56496528528,18.602606804931664
2020-01-11 10:00:00,11647.530844110446,16.849703590387236,705.719117815276,11891.157953256969,21.14190125760821
2020-01-11 11:00:00,9253.951660797655,13.10665611102339,720.8389528824365,9447.788266860287,16.687437726627778
2020-01-11 12:00:00,9793.000014918576,13.91517571002063,718.469078058943,9997.623463406719,17.40125699904403
2020-01-11 13:00:00,7472.056656800761,10.46970140559716,728.9998864753886,7632.4111361115465,13.939960060063129
2020-01-11 14:00:00,3903.491104906027,5.41500615552777,739.8296716726038,4006.182226149239,8.097068919223705
2020-01-11 15:00:00,-6.012,0.015175637242912248,599.8644192647649,9.103324821692294,1.09
2020-01-11 16:00:00,-6.012,0.0,0.0,0.0,-0.13
2020-01-11 17:00:00,-6.012,0.0,0.0,0.0,-1.04
2020-01-11 18:00:00,-6.012,0.0,0.0,0.0,-1.73
2020-01-11 19:00:00,-6.012,0.0,0.0,0.0,-2.57
2020-01-11 20:00:00,-6.012,0.0,0.0,0.0,-2.92
2020-01-11 21:00:00,-6.012,0.0,0.0,0.0,-2.88
2020-01-11 22:00:00,-6.012,0.0,0.0,0.0,-2.65
2020-01-11 23:00:00,-6.012,0.0,0.0,0.0,-2.88
2020-01-12 00:00:00,-6.012,0.0,0.0,0.0,-2.96
2020-01-12 01:00:00,-6.012,0.0,0.0,0.0,-3.03
2020-01-12 02:00:00,-6.012,0.0,0.0,0.0,-2.95
2020-01-12 03:00:00,-6.012,0.0,0.0,0.0,-3.11
2020-01-12 04:00:00,-6.012,0.0,0.0,0.0,-3.25
2020-01-12 05:00:00,-6.012,0.009942702372489377,603.6008840082452,6.001423941465466,-3.26
2020-01-12 06:00:00,-6.012,0.021176207214118368,626.0804980272056,13.258010358942533,-3.34
2020-01-12 07:00:00,97.02921990033067,0.2193828282550762,691.3200899106929,151.66375655416138,-2.4320912075774315
2020-01-12 08:00:00,7662.200809541596,10.750245671098225,727.9797126694147,7825.960754771705,14.306111724743156
2020-01-12 09:00:00,10564.407776950782,15.411284423638435,699.717861320834,10783.550977115367,23.45282111028733
2020-01-12 10:00:00,12412.003479868312,18.606422179151224,680.9902294006556,12670.791708105637,29.03224683862986
2020-01-12 11:00:00,12048.565530060137,17.944095168304756,685.4258965675144,12299.34751882809,27.71059112504879
2020-01-12 12:00:00,10403.194504732028,15.194937745107952,698.8387225059157,10618.81088234816,23.783416348297763
2020-01-12 13:00:00,7957.714074214311,11.358124314791114,715.431212035644,8125.956644982525,18.49377896287797
2020-01-12 14:00:00,4423.681512086967,6.179332937788583,733.6912058525821,4533.722234490684,10.73443365105029
2020-01-12 15:00:00,-6.012,0.015384408582591259,599.7521850580483,9.2268326632349,1.23
2020-01-12 16:00:00,-6.012,0.0,0.0,0.0,0.32
2020-01-12 17:00:00,-6.012,0.0,0.0,0.0,-0.74
2020-01-12 18:00:00,-6.012,0.0,0.0,0.0,-2.18
2020-01-12 19:00:00,-6.012,0.0,0.0,0.0,-2.38
2020-01-12 20:00:00,-6.012,0.0,0.0,0.0,-3.55
2020-01-12 21:00:00,-6.012,0.0,0.0,0.0,-4.13
2020-01-12 22:00:00,-6.012,0.0,0.0,0.0,-4.34
2020-01-12 23:00:00,-6.012,0.0,0.0,0.0,-4.36
2020-01-13 00:00:00,-6.012,0.0,0.0,0.0,-4.24
2020-01-13 01:00:00,-6.012,0.0,0.0,0.0,-4.29
2020-01-13 02:00:00,-6.012,0.0,0.0,0.0,-4.03
2020-01-13 03:00:00,-6.012,0.0,0.0,0.0,-4.41
2020-01-13 04:00:00,-6.012,0.0,0.0,0.0,-4.53
2020-01-13 05:00:00,-6.012,0.00988554075968406,608.1270710505905,6.011664947937897,-4.51
2020-01-13 06:00:00,-6.012,0.02117126484381552,631.5259944513924,13.370204084284401,-4.82
2020-01-13 07:00:00,114.70623582808841,0.24118165079536677,703.4220246731321,169.65248511648522,-5.145780842837578
2020-01-13 08:00:00,7060.189555043552,9.700368918864413,743.7063532943206,7214.225994258224,8.996964696698473
2020-01-13 09:00:00,8158.949776280269,11.606626887324476,717.7937833858622,8331.16462580071,17.724583074851342
2020-01-13 10:00:00,7655.840605831377,10.973699373624532,712.4546289531283,7818.262915478843,19.447486605966564
2020-01-13 11:00:00,6835.722527052837,9.72578093224547,718.0808475785257,6983.897015189892,17.407921479283672
2020-01-13 12:00:00,5791.650926380589,8.183957012790387,723.6775577051704,5922.54602338025,15.117331768876461
2020-01-13 13:00:00,3279.557639964843,4.614058484429517,731.0317364787778,3373.023186087148,10.006785121262439
2020-01-13 14:00:00,2053.4680370504543,2.9088824910895195,732.556636493039,2130.9211736260304,6.4540471184172805
2020-01-13 15:00:00,-6.012,0.015586504552817593,599.436900300236,9.343125975656493,1.42
2020-01-13 16:00:00,-6.012,0.0,0.0,0.0,-0.24
2020-01-13 17:00:00,-6.012,0.0,0.0,0.0,0.01
2020-01-13 18:00:00,-6.012,0.0,0.0,0.0,-0.33
2020-01-13 19:00:00,-6.012,0.0,0.0,0.0,-0.63
2020-01-13 20:00:00,-6.012,0.0,0.0,0.0,-1.65
2020-01-13 21:00:00,-6.012,0.0,0.0,0.0,-2.21
2020-01-13 22:00:00,-6.012,0.0,0.0,0.0,-2.83
2020-01-13 23:00:00,-6.012,0.0,0.0,0.0,-3.46
2020-01-14 00:00:00,-6.012,0.0,0.0,0.0,-3.72
2020-01-14 01:00:00,-6.012,0.0,0.0,0.0,-3.69
2020-01-14 02:00:00,-6.012,0.0,0.0,0.0,-4.01
2020-01-14 03:00:00,-6.012,0.0,0.0,0.0,-4.3
2020-01-14 04:00:00,-6.012,0.0,0.0,0.0,-4.36
2020-01-14 05:00:00,-6.012,0.009846742131315788,607.2982649709455,5.979909411964387,-4.32
2020-01-14 06:00:00,-6.012,0.021176133093647066,629.6903407327455,13.334406463140589,-4.32
2020-01-14 07:00:00,82.95362171642054,0.19753307383913143,696.088005412822,137.5004033717447,-4.687621003979972
2020-01-14 08:00:00,9599.300767533683,13.472334879131012,727.4718803651892,9800.744787430962,14.45213813516227
2020-01-14 09:00:00,11480.563442899094,16.84756537738945,695.61551568423,11719.427878016542,24.54222828041605
2020-01-14 10:00:00,11860.965536840999,17.648740192098355,686.0263570187439,12107.500939955518,27.583343300187742
2020-01-14 11:00:00,11420.324441350658,16.95192233972975,687.6541114669375,11657.05909418339,27.20049856946063
2020-01-14 12:00:00,10062.310152355361,14.749228048431426,696.3421885546668,10270.509738736615,24.68579896470343
2020-01-14 13:00:00,6975.594269184172,9.960489469659278,715.4293019862339,7126.026028719571,18.325731813855242
