time,P,poa_direct,poa_sky_diffuse,poa_ground_diffuse,solar_elevation,temp_air,wind_speed,Int,poa_diffuse,poa_global_calc
2022-01-01 01:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.31,2.07,0,0.0,0.0
2022-01-01 02:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-0.58,2.14,0,0.0,0.0
2022-01-01 03:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-0.27,2.14,0,0.0,0.0
2022-01-01 04:10:00+01:00,0.0,0.0,0.0,0.0,0.0,1.02,2.07,0,0.0,0.0
2022-01-01 05:10:00+01:00,0.0,0.0,0.0,0.0,0.0,1.51,2.0,0,0.0,0.0
2022-01-01 06:10:00+01:00,0.0,0.0,0.0,0.0,0.0,1.82,1.93,0,0.0,0.0
2022-01-01 07:10:00+01:00,0.0,0.0,0.0,0.0,0.0,1.66,1.79,0,0.0,0.0
2022-01-01 08:10:00+01:00,26.29,0.0,10.7,0.16,2.4,2.31,1.79,0,10.86,10.86
2022-01-01 09:10:00+01:00,3190.92,245.05,102.74,1.66,9.64,2.42,1.59,0,104.39999999999999,349.45
2022-01-01 10:10:00+01:00,5750.03,537.89,94.47,3.32,15.2,3.03,1.24,0,97.78999999999999,635.68
2022-01-01 11:10:00+01:00,6114.66,581.51,99.11,4.18,18.62,4.56,1.17,0,103.28999999999999,684.8
2022-01-01 12:10:00+01:00,5771.99,538.65,102.3,4.37,19.58,5.02,1.31,0,106.67,645.3199999999999
2022-01-01 13:10:00+01:00,3834.55,279.04,145.24,3.44,17.97,5.64,1.52,0,148.68,427.72
2022-01-01 14:10:00+01:00,2714.45,202.73,106.04,2.59,13.96,5.05,1.31,0,108.63000000000001,311.36
2022-01-01 15:10:00+01:00,1516.1,160.73,40.48,1.51,7.93,4.54,1.31,0,41.989999999999995,202.71999999999997
2022-01-01 16:10:00+01:00,0.0,0.0,0.0,0.0,0.0,3.75,1.52,0,0.0,0.0
2022-01-01 17:10:00+01:00,0.0,0.0,0.0,0.0,0.0,2.21,1.52,0,0.0,0.0
2022-01-01 18:10:00+01:00,0.0,0.0,0.0,0.0,0.0,0.42,1.45,0,0.0,0.0
2022-01-01 19:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-0.68,1.45,0,0.0,0.0
2022-01-01 20:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-0.1,1.45,0,0.0,0.0
2022-01-01 21:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-0.68,1.38,0,0.0,0.0
2022-01-01 22:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.87,1.31,0,0.0,0.0
2022-01-01 23:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-2.62,1.24,0,0.0,0.0
2022-01-02 00:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-2.92,1.1,0,0.0,0.0
2022-01-02 01:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-2.99,1.17,0,0.0,0.0
2022-01-02 02:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.48,1.1,0,0.0,0.0
2022-01-02 03:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.89,1.1,0,0.0,0.0
2022-01-02 04:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-4.09,1.1,0,0.0,0.0
2022-01-02 05:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-4.31,1.1,0,0.0,0.0
2022-01-02 06:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-4.56,1.17,0,0.0,0.0
2022-01-02 07:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-4.81,1.17,0,0.0,0.0
2022-01-02 08:10:00+01:00,27.77,0.0,10.7,0.16,2.41,-4.96,1.31,0,10.86,10.86
2022-01-02 09:10:00+01:00,4536.36,398.6,85.01,1.93,9.67,-2.74,1.1,0,86.94000000000001,485.54
2022-01-02 10:10:00+01:00,5936.52,566.43,88.86,3.42,15.24,2.13,0.83,0,92.28,658.7099999999999
2022-01-02 11:10:00+01:00,6518.37,662.27,73.58,4.43,18.69,5.13,0.83,0,78.00999999999999,740.28
2022-01-02 12:10:00+01:00,6119.63,617.51,75.81,4.64,19.67,6.73,0.83,0,80.45,697.96
2022-01-02 13:10:00+01:00,4731.62,418.45,110.0,3.93,18.08,6.11,1.03,0,113.93,532.38
2022-01-02 14:10:00+01:00,1836.81,94.52,118.38,2.14,14.08,5.1,1.38,0,120.52,215.04
2022-01-02 15:10:00+01:00,496.43,17.1,54.0,0.86,8.06,4.74,1.59,0,54.86,71.96000000000001
2022-01-02 16:10:00+01:00,0.0,0.0,0.0,0.0,0.0,3.88,1.72,0,0.0,0.0
2022-01-02 17:10:00+01:00,0.0,0.0,0.0,0.0,0.0,3.05,1.59,0,0.0,0.0
2022-01-02 18:10:00+01:00,0.0,0.0,0.0,0.0,0.0,2.72,1.59,0,0.0,0.0
2022-01-02 19:10:00+01:00,0.0,0.0,0.0,0.0,0.0,2.36,1.59,0,0.0,0.0
2022-01-02 20:10:00+01:00,0.0,0.0,0.0,0.0,0.0,1.78,1.66,0,0.0,0.0
2022-01-02 21:10:00+01:00,0.0,0.0,0.0,0.0,0.0,0.79,1.59,0,0.0,0.0
2022-01-02 22:10:00+01:00,0.0,0.0,0.0,0.0,0.0,0.23,1.72,0,0.0,0.0
2022-01-02 23:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-0.1,1.79,0,0.0,0.0
2022-01-03 00:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.09,1.66,0,0.0,0.0
2022-01-03 01:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.52,1.66,0,0.0,0.0
2022-01-03 02:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.49,1.66,0,0.0,0.0
2022-01-03 03:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.68,1.66,0,0.0,0.0
2022-01-03 04:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.84,1.72,0,0.0,0.0
2022-01-03 05:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-0.71,1.72,0,0.0,0.0
2022-01-03 06:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.16,1.86,0,0.0,0.0
2022-01-03 07:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.47,1.93,0,0.0,0.0
2022-01-03 08:10:00+01:00,21.65,0.0,9.81,0.15,2.43,-0.51,1.93,0,9.96,9.96
2022-01-03 09:10:00+01:00,1622.23,93.72,89.3,1.3,9.7,0.28,1.72,0,90.6,184.32
2022-01-03 10:10:00+01:00,4358.32,325.57,146.0,2.89,15.3,2.09,1.52,0,148.89,474.46
2022-01-03 11:10:00+01:00,4492.44,320.17,171.14,3.55,18.77,4.55,1.66,0,174.69,494.86
2022-01-03 12:10:00+01:00,3076.55,159.64,179.0,3.16,19.77,5.14,2.07,0,182.16,341.79999999999995
2022-01-03 13:10:00+01:00,1144.18,15.31,122.87,1.84,18.19,6.18,2.07,0,124.71000000000001,140.02
2022-01-03 14:10:00+01:00,1053.25,25.85,103.26,1.61,14.2,5.67,1.79,0,104.87,130.72
2022-01-03 15:10:00+01:00,45.83,0.0,13.99,0.2,8.19,4.95,1.72,0,14.19,14.19
2022-01-03 16:10:00+01:00,0.0,0.0,0.0,0.0,0.0,3.4,1.38,0,0.0,0.0
2022-01-03 17:10:00+01:00,0.0,0.0,0.0,0.0,0.0,2.8,1.1,0,0.0,0.0
2022-01-03 18:10:00+01:00,0.0,0.0,0.0,0.0,0.0,1.34,1.17,0,0.0,0.0
2022-01-03 19:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-0.01,1.24,0,0.0,0.0
2022-01-03 20:10:00+01:00,0.0,0.0,0.0,0.0,0.0,1.35,0.97,0,0.0,0.0
2022-01-03 21:10:00+01:00,0.0,0.0,0.0,0.0,0.0,0.86,1.03,0,0.0,0.0
2022-01-03 22:10:00+01:00,0.0,0.0,0.0,0.0,0.0,0.36,1.03,0,0.0,0.0
2022-01-03 23:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-0.73,1.1,0,0.0,0.0
2022-01-04 00:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.32,1.1,0,0.0,0.0
2022-01-04 01:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.7,1.1,0,0.0,0.0
2022-01-04 02:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-0.73,0.97,0,0.0,0.0
2022-01-04 03:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.12,1.03,0,0.0,0.0
2022-01-04 04:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.58,1.17,0,0.0,0.0
2022-01-04 05:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-0.3,0.97,0,0.0,0.0
2022-01-04 06:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-0.5,0.97,0,0.0,0.0
2022-01-04 07:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.1,1.17,0,0.0,0.0
2022-01-04 08:10:00+01:00,21.65,0.0,9.81,0.15,2.45,-0.37,0.97,0,9.96,9.96
2022-01-04 09:10:00+01:00,4647.35,425.79,76.26,1.97,9.75,0.01,1.1,0,78.23,504.02000000000004
2022-01-04 10:10:00+01:00,5671.25,517.87,99.59,3.3,15.36,1.02,1.17,0,102.89,620.76
2022-01-04 11:10:00+01:00,2058.67,72.48,157.19,2.47,18.85,2.2,1.31,0,159.66,232.14
2022-01-04 12:10:00+01:00,1753.07,44.91,154.24,2.38,19.87,2.89,1.31,0,156.62,201.53
2022-01-04 13:10:00+01:00,2717.09,141.22,159.32,2.91,18.31,3.66,1.52,0,162.23,303.45
2022-01-04 14:10:00+01:00,1110.38,29.42,104.79,1.65,14.33,3.79,1.59,0,106.44000000000001,135.86
2022-01-04 15:10:00+01:00,386.5,7.48,49.57,0.75,8.33,3.3,1.59,0,50.32,57.8
2022-01-04 16:10:00+01:00,0.0,0.0,0.0,0.0,0.0,2.3,1.59,0,0.0,0.0
2022-01-04 17:10:00+01:00,0.0,0.0,0.0,0.0,0.0,1.47,1.59,0,0.0,0.0
2022-01-04 18:10:00+01:00,0.0,0.0,0.0,0.0,0.0,0.75,1.52,0,0.0,0.0
2022-01-04 19:10:00+01:00,0.0,0.0,0.0,0.0,0.0,0.19,1.59,0,0.0,0.0
2022-01-04 20:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-0.07,1.52,0,0.0,0.0
2022-01-04 21:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.0,1.45,0,0.0,0.0
2022-01-04 22:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.26,1.38,0,0.0,0.0
2022-01-04 23:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.37,1.24,0,0.0,0.0
2022-01-05 00:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.18,1.1,0,0.0,0.0
2022-01-05 01:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.27,1.17,0,0.0,0.0
2022-01-05 02:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-0.82,0.9,0,0.0,0.0
2022-01-05 03:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-0.88,0.9,0,0.0,0.0
2022-01-05 04:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.42,1.03,0,0.0,0.0
2022-01-05 05:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.41,1.03,0,0.0,0.0
2022-01-05 06:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.81,1.1,0,0.0,0.0
2022-01-05 07:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.85,1.17,0,0.0,0.0
2022-01-05 08:10:00+01:00,3.48,0.0,6.24,0.09,2.48,-0.09,1.24,0,6.33,6.33
2022-01-05 09:10:00+01:00,1152.73,55.79,80.19,1.17,9.79,1.36,1.45,0,81.36,137.15
2022-01-05 10:10:00+01:00,381.53,0.0,55.02,0.79,15.43,1.42,1.31,0,55.81,55.81
2022-01-05 11:10:00+01:00,332.22,0.0,49.43,0.71,18.94,1.05,1.31,0,50.14,50.14
2022-01-05 12:10:00+01:00,623.25,0.0,81.13,1.17,19.98,1.01,1.66,0,82.3,82.3
2022-01-05 13:10:00+01:00,720.09,0.0,91.39,1.31,18.43,0.92,1.38,0,92.7,92.7
2022-01-05 14:10:00+01:00,458.52,0.0,63.42,0.91,14.47,1.01,1.38,0,64.33,64.33
2022-01-05 15:10:00+01:00,227.36,0.0,37.3,0.54,8.47,0.82,1.45,0,37.839999999999996,37.839999999999996
2022-01-05 16:10:00+01:00,0.0,0.0,0.0,0.0,0.0,0.25,2.0,0,0.0,0.0
2022-01-05 17:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-0.63,1.86,0,0.0,0.0
2022-01-05 18:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.2,1.86,0,0.0,0.0
2022-01-05 19:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.86,2.28,0,0.0,0.0
2022-01-05 20:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-2.23,2.14,0,0.0,0.0
2022-01-05 21:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-2.66,2.21,0,0.0,0.0
2022-01-05 22:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.01,1.93,0,0.0,0.0
2022-01-05 23:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.36,2.0,0,0.0,0.0
2022-01-06 00:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.44,1.79,0,0.0,0.0
2022-01-06 01:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.57,1.79,0,0.0,0.0
2022-01-06 02:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.66,1.72,0,0.0,0.0
2022-01-06 03:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.71,1.86,0,0.0,0.0
2022-01-06 04:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.7,1.72,0,0.0,0.0
2022-01-06 05:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.73,1.66,0,0.0,0.0
2022-01-06 06:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.73,1.72,0,0.0,0.0
2022-01-06 07:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.77,1.72,0,0.0,0.0
2022-01-06 08:10:00+01:00,27.35,0.0,10.7,0.16,2.52,-3.15,1.52,0,10.86,10.86
2022-01-06 09:10:00+01:00,4407.22,373.86,93.71,1.94,9.85,-2.65,1.66,0,95.64999999999999,469.51
2022-01-06 10:10:00+01:00,3015.41,167.95,152.59,2.49,15.51,-1.64,3.03,0,155.08,323.03
2022-01-06 11:10:00+01:00,4573.32,304.01,179.57,3.59,19.04,-0.98,2.76,0,183.16,487.16999999999996
2022-01-06 12:10:00+01:00,3199.79,156.27,185.55,3.24,20.1,-0.37,2.97,0,188.79000000000002,345.06000000000006
2022-01-06 13:10:00+01:00,4815.36,382.93,129.4,3.94,18.57,-0.29,3.17,0,133.34,516.27
2022-01-06 14:10:00+01:00,1261.08,34.62,112.43,1.78,14.62,-0.56,2.62,0,114.21000000000001,148.83
2022-01-06 15:10:00+01:00,507.09,12.87,57.02,0.88,8.62,-1.07,2.21,0,57.900000000000006,70.77000000000001
2022-01-06 16:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.9,2.0,0,0.0,0.0
2022-01-06 17:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.11,1.52,0,0.0,0.0
2022-01-06 18:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-4.19,1.24,0,0.0,0.0
2022-01-06 19:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-4.48,1.17,0,0.0,0.0
2022-01-06 20:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-2.78,0.9,0,0.0,0.0
2022-01-06 21:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-2.79,0.83,0,0.0,0.0
2022-01-06 22:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-2.94,0.76,0,0.0,0.0
2022-01-06 23:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.27,0.62,0,0.0,0.0
2022-01-07 00:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.39,0.48,0,0.0,0.0
2022-01-07 01:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.61,0.34,0,0.0,0.0
2022-01-07 02:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.57,0.14,0,0.0,0.0
2022-01-07 03:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.6,0.41,0,0.0,0.0
2022-01-07 04:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.5,0.69,0,0.0,0.0
2022-01-07 05:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.93,0.69,0,0.0,0.0
2022-01-07 06:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-4.17,0.69,0,0.0,0.0
2022-01-07 07:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-4.56,0.69,0,0.0,0.0
2022-01-07 08:10:00+01:00,33.26,0.0,11.59,0.17,2.56,-4.81,0.76,0,11.76,11.76
2022-01-07 09:10:00+01:00,4843.03,423.43,88.73,2.06,9.91,-4.97,1.03,0,90.79,514.22
2022-01-07 10:10:00+01:00,6471.7,597.58,89.92,3.62,15.59,-5.61,1.24,0,93.54,691.12
2022-01-07 11:10:00+01:00,6825.77,624.0,102.33,4.5,19.14,-5.57,1.38,0,106.83,730.83
2022-01-07 12:10:00+01:00,6440.65,578.55,108.24,4.73,20.22,-4.45,1.38,0,112.97,691.52
2022-01-07 13:10:00+01:00,5772.31,547.75,71.47,4.49,18.71,-2.86,1.38,0,75.96,623.71
2022-01-07 14:10:00+01:00,4188.41,398.92,57.56,3.46,14.77,-3.01,1.24,0,61.02,459.94
2022-01-07 15:10:00+01:00,1845.15,185.93,43.29,1.78,8.77,-3.96,1.03,0,45.07,231.0
2022-01-07 16:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-4.66,0.83,0,0.0,0.0
2022-01-07 17:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.83,0.69,0,0.0,0.0
2022-01-07 18:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-4.19,0.62,0,0.0,0.0
2022-01-07 19:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-4.56,0.48,0,0.0,0.0
2022-01-07 20:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-5.16,0.48,0,0.0,0.0
2022-01-07 21:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-5.36,0.28,0,0.0,0.0
2022-01-07 22:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-5.41,0.28,0,0.0,0.0
2022-01-07 23:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-5.48,0.48,0,0.0,0.0
2022-01-08 00:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-5.45,0.69,0,0.0,0.0
2022-01-08 01:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-5.28,0.76,0,0.0,0.0
2022-01-08 02:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-5.19,0.76,0,0.0,0.0
2022-01-08 03:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-4.97,0.62,0,0.0,0.0
2022-01-08 04:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-4.8,0.55,0,0.0,0.0
2022-01-08 05:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-4.78,0.48,0,0.0,0.0
2022-01-08 06:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-4.82,0.55,0,0.0,0.0
2022-01-08 07:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-4.8,0.69,0,0.0,0.0
2022-01-08 08:10:00+01:00,8.03,0.0,7.13,0.11,2.62,-5.06,0.28,0,7.24,7.24
2022-01-08 09:10:00+01:00,4940.71,450.26,77.43,2.09,9.98,-4.92,0.28,0,79.52000000000001,529.78
2022-01-08 10:10:00+01:00,3404.33,206.33,156.63,2.65,15.68,-3.58,0.34,0,159.28,365.61
2022-01-08 11:10:00+01:00,1166.56,11.18,125.11,1.84,19.26,-2.05,0.41,0,126.95,138.13
2022-01-08 12:10:00+01:00,3817.02,223.77,188.75,3.59,20.35,-0.86,0.28,0,192.34,416.11
2022-01-08 13:10:00+01:00,5591.41,539.99,72.36,4.46,18.86,-0.52,0.55,0,76.82,616.81
2022-01-08 14:10:00+01:00,3428.41,281.44,98.32,3.07,14.92,-0.29,0.48,0,101.38999999999999,382.83
2022-01-08 15:10:00+01:00,29.67,0.0,11.19,0.16,8.93,-0.15,0.28,0,11.35,11.35
2022-01-08 16:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.07,0.41,0,0.0,0.0
2022-01-08 17:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.8,0.62,0,0.0,0.0
2022-01-08 18:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-2.73,0.83,0,0.0,0.0
2022-01-08 19:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.66,0.9,0,0.0,0.0
2022-01-08 20:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-4.59,0.69,0,0.0,0.0
2022-01-08 21:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-4.93,0.69,0,0.0,0.0
2022-01-08 22:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-5.03,0.62,0,0.0,0.0
2022-01-08 23:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-5.06,0.76,0,0.0,0.0
2022-01-09 00:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-5.03,0.34,0,0.0,0.0
2022-01-09 01:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-5.05,0.34,0,0.0,0.0
2022-01-09 02:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-5.4,0.48,0,0.0,0.0
2022-01-09 03:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-5.73,0.34,0,0.0,0.0
2022-01-09 04:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-5.69,0.41,0,0.0,0.0
2022-01-09 05:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-5.68,0.21,0,0.0,0.0
2022-01-09 06:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-5.65,0.0,0,0.0,0.0
2022-01-09 07:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-5.51,0.14,0,0.0,0.0
2022-01-09 08:10:00+01:00,8.03,0.0,7.13,0.11,2.67,-5.46,0.62,0,7.24,7.24
2022-01-09 09:10:00+01:00,3684.17,283.73,105.6,1.82,10.06,-4.83,0.9,0,107.41999999999999,391.15
2022-01-09 10:10:00+01:00,4092.74,276.55,156.97,2.88,15.78,-3.75,0.83,0,159.85,436.4
2022-01-09 11:10:00+01:00,3448.79,184.97,183.22,3.19,19.38,-2.3,0.9,0,186.41,371.38
2022-01-09 12:10:00+01:00,3450.48,182.78,189.95,3.43,20.49,-0.31,0.69,0,193.38,376.15999999999997
2022-01-09 13:10:00+01:00,1883.48,56.22,155.24,2.48,19.01,0.44,0.48,0,157.72,213.94
2022-01-09 14:10:00+01:00,1861.31,84.35,126.89,2.24,15.09,0.72,0.83,0,129.13,213.48
2022-01-09 15:10:00+01:00,647.22,21.47,65.0,1.05,9.1,0.47,0.41,0,66.05,87.52
2022-01-09 16:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-0.13,0.83,0,0.0,0.0
2022-01-09 17:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.4,1.1,0,0.0,0.0
2022-01-09 18:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-2.16,1.31,0,0.0,0.0
2022-01-09 19:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-2.93,1.38,0,0.0,0.0
2022-01-09 20:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.34,0.9,0,0.0,0.0
2022-01-09 21:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-4.07,1.03,0,0.0,0.0
2022-01-09 22:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-4.24,1.03,0,0.0,0.0
2022-01-09 23:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-4.38,0.97,0,0.0,0.0
2022-01-10 00:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-4.52,0.97,0,0.0,0.0
2022-01-10 01:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-4.72,1.1,0,0.0,0.0
2022-01-10 02:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-4.76,1.17,0,0.0,0.0
2022-01-10 03:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-5.0,1.31,0,0.0,0.0
2022-01-10 04:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-5.15,1.45,0,0.0,0.0
2022-01-10 05:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-5.42,1.59,0,0.0,0.0
2022-01-10 06:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-5.27,1.59,0,0.0,0.0
2022-01-10 07:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-5.44,1.59,0,0.0,0.0
2022-01-10 08:10:00+01:00,39.07,0.0,12.48,0.19,2.74,-5.46,1.72,0,12.67,12.67
2022-01-10 09:10:00+01:00,1968.49,115.61,98.2,1.45,10.14,-4.64,1.59,0,99.65,215.26
2022-01-10 10:10:00+01:00,3998.97,264.79,157.04,2.85,15.88,-2.94,1.79,0,159.89,424.68
2022-01-10 11:10:00+01:00,3366.53,173.14,183.94,3.16,19.5,-0.81,3.45,0,187.1,360.24
2022-01-10 12:10:00+01:00,2095.84,60.03,169.67,2.67,20.64,-0.17,3.93,0,172.33999999999997,232.36999999999998
2022-01-10 13:10:00+01:00,566.33,0.0,74.61,1.07,19.17,-0.08,3.59,0,75.67999999999999,75.67999999999999
2022-01-10 14:10:00+01:00,1138.05,23.2,111.14,1.71,15.25,-0.19,2.83,0,112.85,136.04999999999998
2022-01-10 15:10:00+01:00,808.9,35.45,69.12,1.18,9.27,-0.53,2.34,0,70.30000000000001,105.75000000000001
2022-01-10 16:10:00+01:00,0.0,0.0,0.89,0.01,1.69,-1.24,2.07,0,0.9,0.9
2022-01-10 17:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.71,2.0,0,0.0,0.0
2022-01-10 18:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.65,1.93,0,0.0,0.0
2022-01-10 19:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.61,2.0,0,0.0,0.0
2022-01-10 20:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.55,2.21,0,0.0,0.0
2022-01-10 21:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-1.97,2.48,0,0.0,0.0
2022-01-10 22:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-2.48,2.41,0,0.0,0.0
2022-01-10 23:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-2.75,2.41,0,0.0,0.0
2022-01-11 00:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.15,2.41,0,0.0,0.0
2022-01-11 01:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.27,2.48,0,0.0,0.0
2022-01-11 02:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.38,2.21,0,0.0,0.0
2022-01-11 03:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.44,2.48,0,0.0,0.0
2022-01-11 04:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.62,2.21,0,0.0,0.0
2022-01-11 05:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.85,2.14,0,0.0,0.0
2022-01-11 06:10:00+01:00,0.0,0.0,0.0,0.0,0.0,-3.94,2.0,0,0.0,0.0
