Date,Energy_kWh,Source_File,Data_Type
2024-11-27,3.37125,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2024-11-28,5.805980000000001,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2024-11-29,7.02096,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2024-11-30,15.10349,MTU-LEO-PS31_01072024-31122024.csv,daily
2024-12-01,13.85522,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2024-12-02,12.108450000000001,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2024-12-03,7.92803,MTU-LEO-PS31_01072024-31122024.csv,daily
2024-12-04,6.60267,MTU-LEO-PS31_01072024-31122024.csv,daily
2024-12-05,15.54118,MTU-LEO-PS31_01072024-31122024.csv,daily
2024-12-06,0.50384,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2024-12-07,10.09693,MTU-LEO-PS31_01072024-31122024.csv,daily
2024-12-08,6.14578,MTU-LEO-PS31_01072024-31122024.csv,daily
2024-12-09,3.65918,MTU-LEO-PS31_01072024-31122024.csv,daily
2024-12-10,7.0048699999999995,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
2024-12-11,11.29641,MTU-LEO-PS31_01072024-31122024.csv,daily
2024-12-12,12.02943,MTU-LEO-PS31_23012024-23012025.csv,5min_aggregated
