time,GL [W m-2],P0 [Pa],RH2M [percent],RR [kg m-2],T2M [degree_Celsius],TD2M [degree_Celsius],UU [m s-1],VV [m s-1],lat,lon
2022-07-13T00:00+00:00,0.0,102520.91,85.18,0.0,13.18,10.75,-0.39,-0.34,47.386993,15.094809
2022-07-13T01:00+00:00,0.0,102535.41,86.96,0.0,12.7,10.58,-0.02,-0.14,47.386993,15.094809
2022-07-13T02:00+00:00,0.0,102540.15,87.8,0.0,12.11,10.15,-0.12,-0.16,47.386993,15.094809
2022-07-13T03:00+00:00,0.0,102560.61,89.3,0.0,11.45,9.76,-0.39,-0.31,47.386993,15.094809
2022-07-13T04:00+00:00,51.87,102593.66,89.59,0.0,11.52,9.87,-0.16,-0.21,47.386993,15.094809
2022-07-13T05:00+00:00,168.12,102594.64,84.91,0.0,12.51,10.04,-0.11,-0.04,47.386993,15.094809
2022-07-13T06:00+00:00,347.93,102514.97,76.11,0.0,14.83,10.66,-0.06,0.19,47.386993,15.094809
2022-07-13T07:00+00:00,520.05,102374.67,62.37,0.0,18.14,10.84,-0.03,0.28,47.386993,15.094809
2022-07-13T08:00+00:00,673.45,102239.57,50.68,0.0,21.01,10.4,-0.38,0.12,47.386993,15.094809
2022-07-13T09:00+00:00,788.92,102153.0,40.29,0.0,24.21,9.88,1.19,0.56,47.386993,15.094809
2022-07-13T10:00+00:00,863.23,102109.6,31.47,0.0,25.08,7.0,2.12,0.36,47.386993,15.094809
2022-07-13T11:00+00:00,913.83,102074.32,29.25,0.0,26.17,6.87,-0.2,-0.12,47.386993,15.094809
2022-07-13T12:00+00:00,936.82,102024.35,26.61,0.0,26.75,6.0,-0.36,-0.05,47.386993,15.094809
2022-07-13T13:00+00:00,783.03,101974.42,24.81,0.0,27.26,5.42,-0.59,-0.28,47.386993,15.094809
2022-07-13T14:00+00:00,720.34,101934.14,21.59,0.0,27.61,3.72,0.17,-0.08,47.386993,15.094809
2022-07-13T15:00+00:00,580.6,101864.62,19.33,0.0,28.02,2.51,-1.18,-0.32,47.386993,15.094809
2022-07-13T16:00+00:00,416.12,101804.89,20.64,0.0,28.44,3.77,0.26,-0.03,47.386993,15.094809
2022-07-13T17:00+00:00,250.34,101845.14,19.97,0.0,27.19,2.29,0.43,-0.07,47.386993,15.094809
2022-07-13T18:00+00:00,59.53,101913.35,36.52,0.0,24.39,8.57,-0.14,-0.15,47.386993,15.094809
2022-07-13T19:00+00:00,0.0,101968.87,44.17,0.0,22.28,9.51,0.43,0.02,47.386993,15.094809
2022-07-13T20:00+00:00,0.0,102045.8,48.32,0.0,21.25,9.91,0.68,0.12,47.386993,15.094809
2022-07-13T21:00+00:00,0.0,102086.1,52.5,0.0,20.31,10.28,0.6,0.1,47.386993,15.094809
2022-07-13T22:00+00:00,0.0,102165.6,59.14,0.0,18.41,10.29,-0.14,-0.28,47.386993,15.094809
2022-07-13T23:00+00:00,0.0,102186.16,61.17,0.0,18.03,10.45,0.44,-0.01,47.386993,15.094809
2022-07-14T00:00+00:00,0.0,102205.91,65.62,0.0,16.71,10.24,0.66,0.16,47.386993,15.094809
2022-07-14T01:00+00:00,0.0,102225.99,65.91,0.0,16.15,9.78,0.39,0.09,47.386993,15.094809
2022-07-14T02:00+00:00,0.0,102243.91,70.38,0.0,15.7,10.33,-0.06,-0.17,47.386993,15.094809
2022-07-14T03:00+00:00,0.0,102265.28,71.38,0.0,15.18,10.05,0.39,0.01,47.386993,15.094809
2022-07-14T04:00+00:00,28.16,102235.53,70.73,0.0,15.16,9.89,-0.09,-0.19,47.386993,15.094809
2022-07-14T05:00+00:00,83.67,102235.44,70.58,0.0,15.69,10.36,-0.34,-0.31,47.386993,15.094809
2022-07-14T06:00+00:00,132.56,102225.24,66.04,0.0,16.47,10.11,0.0,0.02,47.386993,15.094809
2022-07-14T07:00+00:00,220.24,102183.01,57.91,0.0,18.3,9.88,0.54,0.39,47.386993,15.094809
2022-07-14T08:00+00:00,355.21,102092.39,54.65,0.0,19.98,10.58,0.14,0.22,47.386993,15.094809
2022-07-14T09:00+00:00,442.58,101974.25,43.15,0.0,22.92,9.74,0.61,0.39,47.386993,15.094809
2022-07-14T10:00+00:00,617.84,101871.85,40.97,0.0,23.93,9.87,0.59,0.37,47.386993,15.094809
2022-07-14T11:00+00:00,476.24,101741.97,39.03,0.0,25.49,10.54,0.05,0.09,47.386993,15.094809
2022-07-14T12:00+00:00,529.24,101583.07,33.38,0.0,28.37,10.73,0.2,0.14,47.386993,15.094809
2022-07-14T13:00+00:00,815.99,101454.73,27.29,0.0,30.24,9.33,0.47,0.07,47.386993,15.094809
2022-07-14T14:00+00:00,711.32,101367.42,23.43,0.0,31.29,7.96,0.53,0.12,47.386993,15.094809
2022-07-14T15:00+00:00,551.55,101243.43,21.49,0.0,32.38,7.61,0.49,0.09,47.386993,15.094809
2022-07-14T16:00+00:00,263.45,101175.58,24.84,0.0,31.24,8.79,1.12,0.41,47.386993,15.094809
2022-07-14T17:00+00:00,267.72,101141.14,31.51,0.0,30.35,11.58,-0.8,0.15,47.386993,15.094809
2022-07-14T18:00+00:00,77.21,101200.29,46.06,0.0,26.28,13.76,-0.35,-0.17,47.386993,15.094809
2022-07-14T19:00+00:00,0.0,101259.81,50.67,0.0,23.84,13.0,-0.03,-0.09,47.386993,15.094809
2022-07-14T20:00+00:00,0.0,101339.86,56.69,0.0,22.56,13.53,0.97,0.24,47.386993,15.094809
2022-07-14T21:00+00:00,0.0,101380.14,62.04,0.0,21.17,13.61,1.03,0.31,47.386993,15.094809
2022-07-14T22:00+00:00,0.0,101429.46,66.39,0.0,19.57,13.14,0.64,0.16,47.386993,15.094809
2022-07-14T23:00+00:00,0.0,101448.94,68.03,0.0,18.76,12.75,0.64,0.1,47.386993,15.094809
2022-07-15T00:00+00:00,0.0,101460.78,71.54,0.107,18.11,12.89,0.12,0.0,47.386993,15.094809
2022-07-15T01:00+00:00,0.0,101524.55,80.22,0.427,17.43,13.99,0.28,0.06,47.386993,15.094809
2022-07-15T02:00+00:00,0.0,101568.21,87.8,0.0,16.73,14.7,-0.32,-0.21,47.386993,15.094809
2022-07-15T03:00+00:00,0.0,101615.05,88.35,0.0,16.28,14.35,-0.17,-0.17,47.386993,15.094809
2022-07-15T04:00+00:00,14.02,101625.41,86.32,0.001,16.7,14.4,-0.25,-0.13,47.386993,15.094809
2022-07-15T05:00+00:00,48.68,101683.57,85.71,0.025,17.04,14.63,0.05,-0.05,47.386993,15.094809
2022-07-15T06:00+00:00,92.11,101723.53,86.6,0.093,17.51,15.25,-0.43,-0.11,47.386993,15.094809
2022-07-15T07:00+00:00,158.91,101753.03,83.3,0.095,18.46,15.58,0.0,-0.1,47.386993,15.094809
2022-07-15T08:00+00:00,159.82,101744.87,73.5,0.0,19.97,15.09,0.48,0.2,47.386993,15.094809
2022-07-15T09:00+00:00,526.37,101695.39,64.04,0.0,21.83,14.73,0.25,0.17,47.386993,15.094809
2022-07-15T10:00+00:00,523.99,101665.17,54.14,0.0,23.49,13.69,0.14,0.14,47.386993,15.094809
2022-07-15T11:00+00:00,524.25,101610.81,50.55,0.0,24.18,13.28,-0.59,-0.04,47.386993,15.094809
2022-07-15T12:00+00:00,417.79,101590.23,49.69,0.0,24.27,13.1,-0.23,-0.07,47.386993,15.094809
2022-07-15T13:00+00:00,423.8,101563.73,44.64,0.0,24.56,11.73,0.15,-0.22,47.386993,15.094809
2022-07-15T14:00+00:00,237.48,101563.94,51.49,0.0,24.21,13.58,-0.41,-0.06,47.386993,15.094809
2022-07-15T15:00+00:00,179.42,101566.04,60.06,0.0,23.6,15.4,-0.85,-0.12,47.386993,15.094809
2022-07-15T16:00+00:00,89.6,101615.37,65.96,0.0,22.37,15.7,-1.37,-0.28,47.386993,15.094809
2022-07-15T17:00+00:00,29.76,101673.47,68.75,0.0,21.55,15.57,-1.26,-0.4,47.386993,15.094809
2022-07-15T18:00+00:00,11.36,101734.64,73.99,0.002,20.43,15.64,-0.81,-0.45,47.386993,15.094809
2022-07-15T19:00+00:00,0.0,101778.17,75.24,0.0,19.94,15.43,-0.51,-0.29,47.386993,15.094809
2022-07-15T20:00+00:00,0.0,101858.42,77.88,0.0,19.6,15.64,-0.65,-0.28,47.386993,15.094809
2022-07-15T21:00+00:00,0.0,101875.55,80.4,0.0,19.23,15.77,-0.72,-0.33,47.386993,15.094809
2022-07-15T22:00+00:00,0.0,101884.03,82.62,0.0,18.59,15.58,-0.73,-0.34,47.386993,15.094809
2022-07-15T23:00+00:00,0.0,101925.85,86.06,0.0,17.85,15.49,-0.08,-0.23,47.386993,15.094809
2022-07-16T00:00+00:00,0.0,101970.78,89.28,0.0,16.58,14.81,-0.38,-0.35,47.386993,15.094809
2022-07-16T01:00+00:00,0.0,101990.71,91.61,0.0,15.84,14.48,-0.02,-0.12,47.386993,15.094809
2022-07-16T02:00+00:00,0.0,101980.91,92.53,0.0,15.5,14.29,-0.11,-0.2,47.386993,15.094809
2022-07-16T03:00+00:00,0.0,101961.12,85.16,0.0,15.73,13.25,0.07,-0.13,47.386993,15.094809
2022-07-16T04:00+00:00,41.5,101972.69,88.77,0.0,15.83,13.98,-0.54,-0.36,47.386993,15.094809
2022-07-16T05:00+00:00,70.94,101980.74,84.64,0.0,16.0,13.42,-0.9,-0.2,47.386993,15.094809
2022-07-16T06:00+00:00,158.04,101985.17,80.32,0.0,16.76,13.36,-0.31,0.06,47.386993,15.094809
2022-07-16T07:00+00:00,306.85,101954.14,76.41,0.0,17.93,13.72,-0.41,0.01,47.386993,15.094809
2022-07-16T08:00+00:00,663.51,101824.47,66.87,0.0,20.66,14.29,0.21,0.32,47.386993,15.094809
2022-07-16T09:00+00:00,654.88,101725.01,52.26,0.0,23.61,13.26,0.3,0.29,47.386993,15.094809
2022-07-16T10:00+00:00,846.5,101631.25,43.1,0.0,24.84,11.44,0.39,0.23,47.386993,15.094809
2022-07-16T11:00+00:00,899.52,101536.49,33.95,0.0,26.41,9.27,1.28,0.26,47.386993,15.094809
2022-07-16T12:00+00:00,876.88,101526.39,31.84,0.0,27.1,8.92,1.17,0.18,47.386993,15.094809
2022-07-16T13:00+00:00,820.1,101510.28,29.9,0.0,27.67,8.48,0.71,0.11,47.386993,15.094809
2022-07-16T14:00+00:00,685.47,101499.97,29.71,0.0,28.01,8.68,0.74,0.09,47.386993,15.094809
2022-07-16T15:00+00:00,564.9,101525.94,29.95,0.0,27.46,8.33,0.14,-0.22,47.386993,15.094809
2022-07-16T16:00+00:00,414.25,101560.89,30.82,0.0,27.81,9.05,0.92,0.31,47.386993,15.094809
2022-07-16T17:00+00:00,248.64,101670.3,34.58,0.0,25.52,8.77,-0.22,-0.38,47.386993,15.094809
2022-07-16T18:00+00:00,85.24,101810.11,38.16,0.0,23.7,8.61,0.07,-0.19,47.386993,15.094809
2022-07-16T19:00+00:00,0.0,101940.96,40.4,0.0,22.67,8.53,-0.03,-0.16,47.386993,15.094809
2022-07-16T20:00+00:00,0.0,102106.31,47.39,0.0,20.9,9.3,1.11,0.21,47.386993,15.094809
2022-07-16T21:00+00:00,0.0,102245.99,54.99,0.0,18.83,9.6,0.57,0.14,47.386993,15.094809
2022-07-16T22:00+00:00,0.0,102385.83,61.93,0.0,17.05,9.71,0.21,-0.01,47.386993,15.094809
2022-07-16T23:00+00:00,0.0,102424.24,66.93,0.0,16.27,10.13,0.57,0.09,47.386993,15.094809
2022-07-17T00:00+00:00,0.0,102485.93,69.4,0.0,15.15,9.59,0.26,-0.04,47.386993,15.094809
2022-07-17T01:00+00:00,0.0,102533.93,73.72,0.0,13.94,9.33,0.21,-0.02,47.386993,15.094809
2022-07-17T02:00+00:00,0.0,102584.01,76.51,0.0,13.06,9.03,-0.53,-0.44,47.386993,15.094809
2022-07-17T03:00+00:00,0.0,102625.64,79.59,0.0,12.7,9.26,0.02,-0.06,47.386993,15.094809
2022-07-17T04:00+00:00,42.24,102675.74,81.32,0.0,12.34,9.23,-0.3,-0.24,47.386993,15.094809
2022-07-17T05:00+00:00,178.11,102645.79,74.16,0.0,14.13,9.6,-0.22,-0.11,47.386993,15.094809
2022-07-17T06:00+00:00,347.79,102625.01,62.25,0.0,16.42,9.19,-0.73,-0.14,47.386993,15.094809
2022-07-17T07:00+00:00,513.25,102544.9,56.24,0.0,18.53,9.66,-0.55,0.05,47.386993,15.094809
2022-07-17T08:00+00:00,662.37,102468.19,47.68,0.0,20.87,9.36,-1.07,-0.09,47.386993,15.094809
2022-07-17T09:00+00:00,785.19,102393.67,42.75,0.0,22.93,9.6,-0.76,-0.03,47.386993,15.094809
2022-07-17T10:00+00:00,871.75,102316.85,39.19,0.0,24.17,9.43,-0.66,0.1,47.386993,15.094809
2022-07-17T11:00+00:00,870.02,102236.58,35.52,0.0,25.31,8.97,-0.85,-0.26,47.386993,15.094809
2022-07-17T12:00+00:00,873.95,102172.78,34.76,0.0,25.78,9.07,-1.31,-0.18,47.386993,15.094809
2022-07-17T13:00+00:00,811.62,102088.53,31.6,0.0,27.6,9.24,-1.63,-0.3,47.386993,15.094809
2022-07-17T14:00+00:00,715.79,102050.43,28.21,0.0,27.77,7.71,-1.38,-0.31,47.386993,15.094809
2022-07-17T15:00+00:00,569.11,102043.93,26.73,0.0,27.75,6.91,-1.14,-0.3,47.386993,15.094809
2022-07-17T16:00+00:00,399.82,102048.99,35.64,0.0,26.87,10.4,-0.52,0.17,47.386993,15.094809
2022-07-17T17:00+00:00,237.34,102079.62,35.71,0.0,26.42,10.03,-1.62,-0.51,47.386993,15.094809
2022-07-17T18:00+00:00,78.01,102179.15,47.71,0.0,23.7,11.95,-0.2,0.2,47.386993,15.094809
2022-07-17T19:00+00:00,0.0,102279.83,49.1,0.0,22.73,11.5,-0.55,-0.01,47.386993,15.094809
2022-07-17T20:00+00:00,0.0,102410.4,58.64,0.0,21.11,12.69,-0.44,-0.36,47.386993,15.094809
2022-07-17T21:00+00:00,0.0,102496.57,63.19,0.0,19.35,12.18,-0.26,-0.37,47.386993,15.094809
2022-07-17T22:00+00:00,0.0,102576.29,70.08,0.0,18.09,12.55,-0.08,-0.22,47.386993,15.094809
2022-07-17T23:00+00:00,0.0,102614.39,75.22,0.0,16.92,12.51,-0.33,-0.33,47.386993,15.094809
2022-07-18T00:00+00:00,0.0,102631.41,78.44,0.0,15.92,12.18,-0.58,-0.42,47.386993,15.094809
2022-07-18T01:00+00:00,0.0,102690.85,82.17,0.0,14.83,11.82,0.36,-0.08,47.386993,15.094809
2022-07-18T02:00+00:00,0.0,102694.33,82.91,0.0,14.25,11.39,0.18,-0.13,47.386993,15.094809
2022-07-18T03:00+00:00,0.0,102721.03,84.07,0.0,13.45,10.82,-0.12,-0.23,47.386993,15.094809
2022-07-18T04:00+00:00,38.29,102740.92,84.52,0.0,13.69,11.13,-0.14,-0.16,47.386993,15.094809
2022-07-18T05:00+00:00,160.02,102740.64,82.58,0.0,14.38,11.45,-0.16,-0.06,47.386993,15.094809
2022-07-18T06:00+00:00,322.83,102660.55,72.34,0.0,16.77,11.77,-0.28,0.1,47.386993,15.094809
2022-07-18T07:00+00:00,497.69,102569.8,61.3,0.0,19.5,11.86,0.03,0.24,47.386993,15.094809
2022-07-18T08:00+00:00,656.17,102469.76,52.6,0.0,21.75,11.64,-0.08,0.24,47.386993,15.094809
2022-07-18T09:00+00:00,774.79,102382.94,47.25,0.0,23.63,11.75,0.02,0.3,47.386993,15.094809
2022-07-18T10:00+00:00,864.29,102317.65,39.84,0.0,25.03,10.44,-0.66,0.19,47.386993,15.094809
2022-07-18T11:00+00:00,885.91,102227.58,33.29,0.0,26.57,9.12,0.67,0.54,47.386993,15.094809
2022-07-18T12:00+00:00,862.76,102127.97,33.08,0.0,27.64,9.96,-0.77,-0.28,47.386993,15.094809
2022-07-18T13:00+00:00,807.97,102038.53,29.14,0.0,29.09,9.33,-1.33,-0.23,47.386993,15.094809
2022-07-18T14:00+00:00,676.97,102027.89,29.27,0.0,28.32,8.73,-1.09,-0.15,47.386993,15.094809
2022-07-18T15:00+00:00,525.04,101959.15,28.26,0.0,29.25,9.0,-1.37,-0.33,47.386993,15.094809
2022-07-18T16:00+00:00,391.56,101919.71,27.74,0.0,29.34,8.8,-0.97,-0.33,47.386993,15.094809
2022-07-18T17:00+00:00,175.13,101959.3,37.18,0.0,27.34,11.45,-0.72,0.28,47.386993,15.094809
2022-07-18T18:00+00:00,81.55,102068.47,38.54,0.0,25.97,10.78,-0.5,0.23,47.386993,15.094809
2022-07-18T19:00+00:00,0.0,102136.12,41.87,0.0,24.55,10.75,-0.13,0.16,47.386993,15.094809
2022-07-18T20:00+00:00,0.0,102239.73,54.0,0.0,22.02,12.29,-0.4,-0.38,47.386993,15.094809
2022-07-18T21:00+00:00,0.0,102319.5,59.85,0.0,20.53,12.46,0.24,-0.09,47.386993,15.094809
2022-07-18T22:00+00:00,0.0,102356.62,64.41,0.0,19.36,12.48,0.6,0.04,47.386993,15.094809
2022-07-18T23:00+00:00,0.0,102415.9,70.05,0.0,17.81,12.28,0.36,-0.07,47.386993,15.094809
2022-07-19T00:00+00:00,0.0,102436.05,70.88,0.0,17.0,11.68,0.35,0.03,47.386993,15.094809
2022-07-19T01:00+00:00,0.0,102461.19,75.21,0.0,15.88,11.5,0.38,-0.08,47.386993,15.094809
2022-07-19T02:00+00:00,0.0,102485.96,76.92,0.0,15.22,11.2,0.07,-0.07,47.386993,15.094809
2022-07-19T03:00+00:00,0.0,102504.36,79.49,0.0,14.49,10.99,0.29,0.01,47.386993,15.094809
2022-07-19T04:00+00:00,39.96,102550.78,80.02,0.0,14.23,10.84,-0.06,-0.09,47.386993,15.094809
2022-07-19T05:00+00:00,165.79,102550.31,74.76,0.0,15.59,11.13,0.14,0.01,47.386993,15.094809
2022-07-19T06:00+00:00,328.87,102465.4,66.71,0.0,18.1,11.81,0.03,0.15,47.386993,15.094809
2022-07-19T07:00+00:00,494.75,102355.44,57.95,0.0,20.8,12.23,-0.05,0.2,47.386993,15.094809
2022-07-19T08:00+00:00,640.57,102243.23,48.83,0.0,23.59,12.2,-0.28,0.17,47.386993,15.094809
2022-07-19T09:00+00:00,763.75,102167.89,41.02,0.0,25.03,10.88,-0.47,0.19,47.386993,15.094809
2022-07-19T10:00+00:00,842.15,102054.48,31.69,0.0,27.46,9.16,-1.02,0.11,47.386993,15.094809
2022-07-19T11:00+00:00,873.48,101977.87,30.62,0.0,28.54,9.59,-1.68,-0.15,47.386993,15.094809
2022-07-19T12:00+00:00,857.01,101904.82,26.93,0.0,29.54,8.54,-1.2,-0.25,47.386993,15.094809
2022-07-19T13:00+00:00,802.45,101848.3,24.49,0.0,30.31,7.8,-1.58,-0.32,47.386993,15.094809
2022-07-19T14:00+00:00,700.6,101768.39,23.96,0.0,31.12,8.15,-1.33,0.06,47.386993,15.094809
2022-07-19T15:00+00:00,548.7,101718.78,25.83,0.0,31.31,9.42,-1.62,-0.27,47.386993,15.094809
2022-07-19T16:00+00:00,385.7,101688.8,27.67,0.0,30.84,10.05,-1.88,-0.44,47.386993,15.094809
2022-07-19T17:00+00:00,224.78,101709.03,30.33,0.0,29.63,10.38,-0.95,0.13,47.386993,15.094809
2022-07-19T18:00+00:00,68.79,101759.87,34.09,0.0,27.76,10.52,-0.45,0.24,47.386993,15.094809
2022-07-19T19:00+00:00,0.0,101872.28,44.94,0.0,25.39,12.58,-0.73,-0.25,47.386993,15.094809
2022-07-19T20:00+00:00,0.0,102006.03,54.7,0.0,22.54,12.97,-0.27,-0.29,47.386993,15.094809
2022-07-19T21:00+00:00,0.0,102101.08,61.23,0.0,20.88,13.14,0.44,-0.04,47.386993,15.094809
2022-07-19T22:00+00:00,0.0,102165.96,64.21,0.0,19.82,12.87,-0.22,-0.29,47.386993,15.094809
2022-07-19T23:00+00:00,0.0,102235.57,67.01,0.0,18.77,12.52,0.24,-0.12,47.386993,15.094809
2022-07-20T00:00+00:00,0.0,102275.78,70.57,0.0,17.9,12.48,0.28,-0.11,47.386993,15.094809
2022-07-20T01:00+00:00,0.0,102285.71,73.22,0.0,17.03,12.2,0.43,-0.04,47.386993,15.094809
2022-07-20T02:00+00:00,0.0,102300.78,75.58,0.0,16.15,11.83,0.21,-0.07,47.386993,15.094809
2022-07-20T03:00+00:00,0.0,102335.85,78.43,0.0,15.24,11.52,0.12,-0.12,47.386993,15.094809
2022-07-20T04:00+00:00,41.5,102370.53,79.36,0.0,15.11,11.57,0.23,-0.06,47.386993,15.094809
2022-07-20T05:00+00:00,162.39,102360.4,74.32,0.0,16.42,11.84,-0.23,-0.06,47.386993,15.094809
2022-07-20T06:00+00:00,324.32,102270.29,65.34,0.0,18.9,12.26,-0.16,0.09,47.386993,15.094809
2022-07-20T07:00+00:00,493.21,102180.05,56.64,0.0,21.45,12.49,-0.39,-0.03,47.386993,15.094809
2022-07-20T08:00+00:00,632.92,102062.99,47.52,0.0,24.13,12.28,-0.48,0.06,47.386993,15.094809
2022-07-20T09:00+00:00,747.39,101967.64,40.33,0.0,26.55,11.97,-0.66,-0.01,47.386993,15.094809
2022-07-20T10:00+00:00,826.28,101847.6,34.73,0.0,28.75,11.66,-0.89,-0.04,47.386993,15.094809
2022-07-20T11:00+00:00,857.21,101748.43,29.64,0.0,30.47,10.76,-1.52,-0.15,47.386993,15.094809
2022-07-20T12:00+00:00,839.61,101659.14,25.83,0.0,32.35,10.3,-0.84,-0.03,47.386993,15.094809
2022-07-20T13:00+00:00,781.85,101615.23,25.56,0.0,32.2,10.01,-0.36,0.46,47.386993,15.094809
2022-07-20T14:00+00:00,675.75,101565.26,25.66,0.0,32.41,10.25,-1.34,-0.06,47.386993,15.094809
2022-07-20T15:00+00:00,534.82,101525.08,26.59,0.0,32.13,10.55,-1.44,-0.15,47.386993,15.094809
2022-07-20T16:00+00:00,374.6,101518.23,28.4,0.0,31.44,10.95,-0.31,0.38,47.386993,15.094809
2022-07-20T17:00+00:00,210.01,101515.78,30.44,0.0,30.33,11.05,-0.7,0.2,47.386993,15.094809
2022-07-20T18:00+00:00,64.25,101571.67,32.86,0.0,28.63,10.72,-0.62,0.13,47.386993,15.094809
2022-07-20T19:00+00:00,0.0,101681.91,43.16,0.0,26.09,12.6,-0.74,-0.47,47.386993,15.094809
2022-07-20T20:00+00:00,0.0,101796.24,49.39,0.0,23.62,12.41,-0.46,-0.35,47.386993,15.094809
2022-07-20T21:00+00:00,0.0,101865.89,53.57,0.0,22.31,12.44,0.26,-0.07,47.386993,15.094809
2022-07-20T22:00+00:00,0.0,101940.89,58.27,0.0,21.06,12.55,0.4,0.01,47.386993,15.094809
2022-07-20T23:00+00:00,0.0,101985.03,64.91,0.0,19.53,12.76,-0.33,-0.25,47.386993,15.094809
2022-07-21T00:00+00:00,0.0,101995.66,68.92,0.0,18.5,12.69,-0.17,-0.22,47.386993,15.094809
2022-07-21T01:00+00:00,0.0,102005.65,71.76,0.0,17.8,12.64,0.06,-0.07,47.386993,15.094809
2022-07-21T02:00+00:00,0.0,102030.47,74.38,0.0,17.01,12.42,0.26,-0.05,47.386993,15.094809
2022-07-21T03:00+00:00,0.0,102050.64,76.58,0.0,16.36,12.24,0.19,0.02,47.386993,15.094809
2022-07-21T04:00+00:00,44.63,102075.96,78.01,0.0,16.3,12.47,0.39,0.04,47.386993,15.094809
2022-07-21T05:00+00:00,135.1,102080.65,72.94,0.0,17.13,12.24,0.31,0.17,47.386993,15.094809
2022-07-21T06:00+00:00,307.47,102035.0,63.54,0.0,19.63,12.52,-0.15,0.21,47.386993,15.094809
2022-07-21T07:00+00:00,475.53,101934.64,53.86,0.0,22.64,12.82,-0.26,0.21,47.386993,15.094809
2022-07-21T08:00+00:00,606.2,101854.06,49.66,0.0,24.87,13.64,-0.52,0.14,47.386993,15.094809
2022-07-21T09:00+00:00,730.82,101745.92,43.19,0.0,27.42,13.8,-0.69,-0.13,47.386993,15.094809
2022-07-21T10:00+00:00,810.99,101655.62,36.93,0.0,30.04,13.73,-0.47,0.12,47.386993,15.094809
2022-07-21T11:00+00:00,844.39,101567.48,32.36,0.0,31.31,12.81,-0.93,-0.27,47.386993,15.094809
2022-07-21T12:00+00:00,840.2,101490.16,30.18,0.0,32.69,12.94,-1.42,-0.16,47.386993,15.094809
2022-07-21T13:00+00:00,658.98,101407.43,29.28,0.0,33.29,13.0,-1.56,-0.35,47.386993,15.094809
2022-07-21T14:00+00:00,564.74,101371.48,28.25,0.0,33.6,12.71,-0.66,-0.1,47.386993,15.094809
2022-07-21T15:00+00:00,242.26,101385.89,31.95,0.0,32.24,13.42,-0.85,0.05,47.386993,15.094809
2022-07-21T16:00+00:00,94.57,101406.21,41.85,0.0,30.16,15.78,2.32,0.54,47.386993,15.094809
2022-07-21T17:00+00:00,108.92,101525.58,46.09,0.0,28.59,15.86,0.84,0.01,47.386993,15.094809
2022-07-21T18:00+00:00,20.88,101574.3,51.51,0.0,27.45,16.57,1.44,0.24,47.386993,15.094809
2022-07-21T19:00+00:00,0.0,101636.3,54.04,0.0,26.57,16.52,0.91,0.15,47.386993,15.094809
2022-07-21T20:00+00:00,0.0,101694.67,59.82,0.0,25.54,17.16,-0.46,-0.27,47.386993,15.094809
2022-07-21T21:00+00:00,0.0,101805.82,62.99,0.0,24.42,16.92,0.72,0.31,47.386993,15.094809
2022-07-21T22:00+00:00,0.0,101830.64,64.56,0.0,23.99,16.89,0.52,0.18,47.386993,15.094809
2022-07-21T23:00+00:00,0.0,101846.08,67.45,0.0,22.85,16.5,0.19,0.14,47.386993,15.094809
2022-07-22T00:00+00:00,0.0,101846.39,72.23,0.0,22.17,16.94,0.45,0.22,47.386993,15.094809
2022-07-22T01:00+00:00,0.0,101915.87,76.39,0.0,21.07,16.76,0.19,0.07,47.386993,15.094809
2022-07-22T02:00+00:00,0.0,101925.9,78.08,0.0,20.34,16.39,0.42,0.03,47.386993,15.094809
2022-07-22T03:00+00:00,0.0,101956.03,81.77,0.0,19.56,16.36,0.04,-0.04,47.386993,15.094809
2022-07-22T04:00+00:00,38.87,101995.37,84.08,0.0,18.97,16.22,0.21,0.0,47.386993,15.094809
2022-07-22T05:00+00:00,148.58,101985.21,79.05,0.0,20.28,16.53,0.07,0.06,47.386993,15.094809
2022-07-22T06:00+00:00,235.9,101925.3,72.27,0.0,22.12,16.9,0.17,0.33,47.386993,15.094809
2022-07-22T07:00+00:00,454.8,101874.46,65.77,0.0,23.91,17.11,0.23,0.49,47.386993,15.094809
2022-07-22T08:00+00:00,597.22,101764.71,55.77,0.0,26.21,16.67,-0.29,0.25,47.386993,15.094809
2022-07-22T09:00+00:00,711.21,101689.6,51.53,0.0,27.86,16.95,-0.57,0.1,47.386993,15.094809
2022-07-22T10:00+00:00,798.81,101609.4,42.12,0.0,29.91,15.65,-0.6,0.08,47.386993,15.094809
2022-07-22T11:00+00:00,835.45,101527.83,37.75,0.0,30.65,14.61,-0.69,-0.06,47.386993,15.094809
2022-07-22T12:00+00:00,693.82,101418.94,34.83,0.0,32.02,14.56,-1.0,0.06,47.386993,15.094809
2022-07-22T13:00+00:00,770.64,101352.41,33.9,0.0,33.06,15.05,-1.24,-0.11,47.386993,15.094809
2022-07-22T14:00+00:00,544.07,101304.79,34.09,0.0,32.75,14.87,-1.61,-0.32,47.386993,15.094809
2022-07-22T15:00+00:00,517.95,101265.33,34.8,0.0,33.17,15.56,-1.2,-0.3,47.386993,15.094809
2022-07-22T16:00+00:00,358.72,101239.6,37.78,0.0,32.52,16.27,-1.49,-0.44,47.386993,15.094809
2022-07-22T17:00+00:00,198.65,101252.01,39.64,0.0,31.48,16.11,-0.55,0.12,47.386993,15.094809
2022-07-22T18:00+00:00,62.09,101289.51,46.93,0.0,29.67,17.13,-0.5,-0.12,47.386993,15.094809
