Datum und Uhrzeit,PV Produktion
[dd.MM.yyyy HH:mm],[Wh]
27.01.2025 00:30,n/a
27.01.2025 00:35,n/a
27.01.2025 00:40,n/a
27.01.2025 00:45,n/a
27.01.2025 00:50,n/a
27.01.2025 00:55,n/a
27.01.2025 01:00,n/a
27.01.2025 01:05,n/a
27.01.2025 01:10,n/a
27.01.2025 01:15,n/a
27.01.2025 01:20,n/a
27.01.2025 01:25,n/a
27.01.2025 01:30,n/a
27.01.2025 01:35,n/a
27.01.2025 01:40,n/a
27.01.2025 01:45,n/a
27.01.2025 01:50,n/a
27.01.2025 01:55,n/a
27.01.2025 02:00,n/a
27.01.2025 02:05,n/a
27.01.2025 02:10,n/a
27.01.2025 02:15,n/a
27.01.2025 02:20,n/a
27.01.2025 02:25,n/a
27.01.2025 02:30,n/a
27.01.2025 02:35,n/a
27.01.2025 02:40,n/a
27.01.2025 02:45,n/a
27.01.2025 02:50,n/a
27.01.2025 02:55,n/a
27.01.2025 03:00,n/a
27.01.2025 03:05,n/a
27.01.2025 03:10,n/a
27.01.2025 03:15,n/a
27.01.2025 03:20,n/a
27.01.2025 03:25,n/a
27.01.2025 03:30,n/a
27.01.2025 03:35,n/a
27.01.2025 03:40,n/a
27.01.2025 03:45,n/a
27.01.2025 03:50,n/a
27.01.2025 03:55,n/a
27.01.2025 04:00,n/a
27.01.2025 04:05,n/a
27.01.2025 04:10,n/a
27.01.2025 04:15,n/a
27.01.2025 04:20,n/a
27.01.2025 04:25,n/a
27.01.2025 04:30,n/a
27.01.2025 04:35,n/a
27.01.2025 04:40,n/a
27.01.2025 04:45,n/a
27.01.2025 04:50,n/a
27.01.2025 04:55,n/a
27.01.2025 05:00,n/a
27.01.2025 05:05,n/a
27.01.2025 05:10,n/a
27.01.2025 05:15,n/a
27.01.2025 05:20,n/a
27.01.2025 05:25,n/a
27.01.2025 05:30,n/a
27.01.2025 05:35,n/a
27.01.2025 05:40,n/a
27.01.2025 05:45,n/a
27.01.2025 05:50,n/a
27.01.2025 05:55,n/a
27.01.2025 06:00,n/a
27.01.2025 06:05,n/a
27.01.2025 06:10,n/a
27.01.2025 06:15,n/a
27.01.2025 06:20,n/a
27.01.2025 06:25,n/a
27.01.2025 06:30,n/a
27.01.2025 06:35,n/a
27.01.2025 06:40,n/a
27.01.2025 06:45,n/a
27.01.2025 06:50,n/a
27.01.2025 06:55,n/a
27.01.2025 07:00,n/a
27.01.2025 07:05,0.0
27.01.2025 07:10,0.0
27.01.2025 07:15,0.0
27.01.2025 07:20,0.0
27.01.2025 07:25,0.0
27.01.2025 07:30,0.0
27.01.2025 07:35,0.0
27.01.2025 07:40,0.0
27.01.2025 07:45,0.0
27.01.2025 07:50,0.0
27.01.2025 07:55,0.0
27.01.2025 08:00,0.0
27.01.2025 08:05,0.0
27.01.2025 08:10,0.26
27.01.2025 08:15,3.07
27.01.2025 08:20,2.95
27.01.2025 08:25,2.65
27.01.2025 08:30,3.05
27.01.2025 08:35,3.32
27.01.2025 08:40,5.42
27.01.2025 08:45,5.33
27.01.2025 08:50,7.85
27.01.2025 08:55,16.67
27.01.2025 09:00,26.72
27.01.2025 09:05,49.16
27.01.2025 09:10,61.84
27.01.2025 09:15,58.28
27.01.2025 09:20,67.42
27.01.2025 09:25,83.07
27.01.2025 09:30,59.73
27.01.2025 09:35,56.06
27.01.2025 09:40,73.55
27.01.2025 09:45,81.0
27.01.2025 09:50,84.16
27.01.2025 09:55,85.91
27.01.2025 10:00,73.14
27.01.2025 10:05,71.02
27.01.2025 10:10,69.52
27.01.2025 10:15,73.39
27.01.2025 10:20,83.36
27.01.2025 10:25,138.14
27.01.2025 10:30,167.24
27.01.2025 10:35,184.03
27.01.2025 10:40,150.18
27.01.2025 10:45,266.88
27.01.2025 10:50,268.32
27.01.2025 10:55,361.69
27.01.2025 11:00,363.6
27.01.2025 11:05,370.44
27.01.2025 11:10,379.83
27.01.2025 11:15,385.69
27.01.2025 11:20,308.97
27.01.2025 11:25,400.22
27.01.2025 11:30,398.67
27.01.2025 11:35,375.36
27.01.2025 11:40,165.36
27.01.2025 11:45,185.39
27.01.2025 11:50,225.87
27.01.2025 11:55,372.78
27.01.2025 12:00,364.53
27.01.2025 12:05,367.6
27.01.2025 12:10,402.67
27.01.2025 12:15,397.56
27.01.2025 12:20,378.43
27.01.2025 12:25,354.37
27.01.2025 12:30,368.13
27.01.2025 12:35,374.52
27.01.2025 12:40,372.44
27.01.2025 12:45,363.63
27.01.2025 12:50,361.45
27.01.2025 12:55,348.11
27.01.2025 13:00,344.38
27.01.2025 13:05,324.23
27.01.2025 13:10,321.59
27.01.2025 13:15,308.4
27.01.2025 13:20,299.63
27.01.2025 13:25,296.95
27.01.2025 13:30,289.75
27.01.2025 13:35,282.17
27.01.2025 13:40,276.61
27.01.2025 13:45,267.38
27.01.2025 13:50,266.04
27.01.2025 13:55,255.4
27.01.2025 14:00,252.29
27.01.2025 14:05,248.46
27.01.2025 14:10,237.92
27.01.2025 14:15,218.79
27.01.2025 14:20,212.17
27.01.2025 14:25,206.12
27.01.2025 14:30,202.34
27.01.2025 14:35,188.87
27.01.2025 14:40,173.67
27.01.2025 14:45,154.98
27.01.2025 14:50,145.92
27.01.2025 14:55,135.93
27.01.2025 15:00,118.89
27.01.2025 15:05,109.23
27.01.2025 15:10,108.06
27.01.2025 15:15,97.57
27.01.2025 15:20,81.7
27.01.2025 15:25,64.86
27.01.2025 15:30,53.52
27.01.2025 15:35,46.14
27.01.2025 15:40,37.06
27.01.2025 15:45,27.38
27.01.2025 15:50,14.46
27.01.2025 15:55,9.77
27.01.2025 16:00,7.66
27.01.2025 16:05,7.09
27.01.2025 16:10,7.27
27.01.2025 16:15,6.14
27.01.2025 16:20,5.59
27.01.2025 16:25,5.05
27.01.2025 16:30,5.1
27.01.2025 16:35,4.55
27.01.2025 16:40,2.92
27.01.2025 16:45,0.82
27.01.2025 16:50,0.0
27.01.2025 16:55,0.0
27.01.2025 17:00,0.0
27.01.2025 17:05,0.0
27.01.2025 17:10,0.0
27.01.2025 17:15,0.0
27.01.2025 17:20,0.0
27.01.2025 17:25,0.0
27.01.2025 17:30,0.0
27.01.2025 17:35,0.0
27.01.2025 17:40,n/a
27.01.2025 17:45,n/a
27.01.2025 17:50,n/a
27.01.2025 17:55,n/a
27.01.2025 18:00,n/a
27.01.2025 18:05,n/a
27.01.2025 18:10,n/a
27.01.2025 18:15,n/a
27.01.2025 18:20,n/a
27.01.2025 18:25,n/a
27.01.2025 18:30,n/a
27.01.2025 18:35,n/a
27.01.2025 18:40,n/a
27.01.2025 18:45,n/a
27.01.2025 18:50,n/a
27.01.2025 18:55,n/a
27.01.2025 19:00,n/a
27.01.2025 19:05,n/a
27.01.2025 19:10,n/a
27.01.2025 19:15,n/a
27.01.2025 19:20,n/a
27.01.2025 19:25,n/a
27.01.2025 19:30,n/a
27.01.2025 19:35,n/a
27.01.2025 19:40,n/a
27.01.2025 19:45,n/a
27.01.2025 19:50,n/a
27.01.2025 19:55,n/a
27.01.2025 20:00,n/a
27.01.2025 20:05,n/a
27.01.2025 20:10,n/a
27.01.2025 20:15,n/a
27.01.2025 20:20,n/a
27.01.2025 20:25,n/a
27.01.2025 20:30,n/a
27.01.2025 20:35,n/a
27.01.2025 20:40,n/a
27.01.2025 20:45,n/a
27.01.2025 20:50,n/a
27.01.2025 20:55,n/a
27.01.2025 21:00,n/a
27.01.2025 21:05,n/a
27.01.2025 21:10,n/a
27.01.2025 21:15,n/a
27.01.2025 21:20,n/a
27.01.2025 21:25,n/a
27.01.2025 21:30,n/a
27.01.2025 21:35,n/a
27.01.2025 21:40,n/a
27.01.2025 21:45,n/a
27.01.2025 21:50,n/a
27.01.2025 21:55,n/a
27.01.2025 22:00,n/a
27.01.2025 22:05,n/a
27.01.2025 22:10,n/a
27.01.2025 22:15,n/a
27.01.2025 22:20,n/a
27.01.2025 22:25,n/a
27.01.2025 22:30,n/a
27.01.2025 22:35,n/a
27.01.2025 22:40,n/a
27.01.2025 22:45,n/a
27.01.2025 22:50,n/a
27.01.2025 22:55,n/a
27.01.2025 23:00,n/a
27.01.2025 23:05,n/a
27.01.2025 23:10,n/a
27.01.2025 23:15,n/a
27.01.2025 23:20,n/a
27.01.2025 23:25,n/a
27.01.2025 23:30,n/a
27.01.2025 23:35,n/a
27.01.2025 23:40,n/a
27.01.2025 23:45,n/a
27.01.2025 23:50,n/a
27.01.2025 23:55,n/a
28.01.2025 00:00,n/a
28.01.2025 00:05,n/a
28.01.2025 00:10,n/a
28.01.2025 00:15,n/a
28.01.2025 00:20,n/a
28.01.2025 00:25,n/a
28.01.2025 00:30,n/a
28.01.2025 00:35,n/a
28.01.2025 00:40,n/a
28.01.2025 00:45,n/a
28.01.2025 00:50,n/a
28.01.2025 00:55,n/a
28.01.2025 01:00,n/a
28.01.2025 01:05,n/a
28.01.2025 01:10,n/a
28.01.2025 01:15,n/a
28.01.2025 01:20,n/a
28.01.2025 01:25,n/a
28.01.2025 01:30,n/a
28.01.2025 01:35,n/a
28.01.2025 01:40,n/a
28.01.2025 01:45,n/a
28.01.2025 01:50,n/a
28.01.2025 01:55,n/a
28.01.2025 02:00,n/a
28.01.2025 02:05,n/a
28.01.2025 02:10,n/a
28.01.2025 02:15,n/a
28.01.2025 02:20,n/a
28.01.2025 02:25,n/a
28.01.2025 02:30,n/a
28.01.2025 02:35,n/a
28.01.2025 02:40,n/a
28.01.2025 02:45,n/a
28.01.2025 02:50,n/a
28.01.2025 02:55,n/a
28.01.2025 03:00,n/a
28.01.2025 03:05,n/a
28.01.2025 03:10,n/a
28.01.2025 03:15,n/a
28.01.2025 03:20,n/a
28.01.2025 03:25,n/a
28.01.2025 03:30,n/a
28.01.2025 03:35,n/a
28.01.2025 03:40,n/a
28.01.2025 03:45,n/a
28.01.2025 03:50,n/a
28.01.2025 03:55,n/a
28.01.2025 04:00,n/a
28.01.2025 04:05,n/a
28.01.2025 04:10,n/a
28.01.2025 04:15,n/a
28.01.2025 04:20,n/a
28.01.2025 04:25,n/a
28.01.2025 04:30,n/a
28.01.2025 04:35,n/a
28.01.2025 04:40,n/a
28.01.2025 04:45,n/a
28.01.2025 04:50,n/a
28.01.2025 04:55,n/a
28.01.2025 05:00,n/a
28.01.2025 05:05,n/a
28.01.2025 05:10,n/a
28.01.2025 05:15,n/a
28.01.2025 05:20,n/a
28.01.2025 05:25,n/a
28.01.2025 05:30,n/a
28.01.2025 05:35,n/a
28.01.2025 05:40,n/a
28.01.2025 05:45,n/a
28.01.2025 05:50,n/a
28.01.2025 05:55,n/a
28.01.2025 06:00,n/a
28.01.2025 06:05,n/a
28.01.2025 06:10,n/a
28.01.2025 06:15,n/a
28.01.2025 06:20,n/a
28.01.2025 06:25,n/a
28.01.2025 06:30,n/a
28.01.2025 06:35,n/a
28.01.2025 06:40,n/a
28.01.2025 06:45,n/a
28.01.2025 06:50,n/a
28.01.2025 06:55,n/a
28.01.2025 07:00,n/a
28.01.2025 07:05,0.0
28.01.2025 07:10,0.0
28.01.2025 07:15,0.0
28.01.2025 07:20,0.0
28.01.2025 07:25,0.0
28.01.2025 07:30,0.0
28.01.2025 07:35,0.0
28.01.2025 07:40,0.0
28.01.2025 07:45,0.0
28.01.2025 07:50,0.0
28.01.2025 07:55,0.0
28.01.2025 08:00,0.0
28.01.2025 08:05,0.0
28.01.2025 08:10,0.0
28.01.2025 08:15,0.0
28.01.2025 08:20,0.0
28.01.2025 08:25,0.0
28.01.2025 08:30,0.0
28.01.2025 08:35,0.0
28.01.2025 08:40,0.0
28.01.2025 08:45,0.21
28.01.2025 08:50,11.49
28.01.2025 08:55,26.17
28.01.2025 09:00,31.97
28.01.2025 09:05,45.19
28.01.2025 09:10,36.62
28.01.2025 09:15,36.98
28.01.2025 09:20,32.42
28.01.2025 09:25,35.69
28.01.2025 09:30,46.85
28.01.2025 09:35,37.51
28.01.2025 09:40,64.63
28.01.2025 09:45,162.96
28.01.2025 09:50,146.18
28.01.2025 09:55,90.39
28.01.2025 10:00,100.93
28.01.2025 10:05,184.95
28.01.2025 10:10,115.69
28.01.2025 10:15,62.54
28.01.2025 10:20,67.98
28.01.2025 10:25,126.82
28.01.2025 10:30,170.67
28.01.2025 10:35,138.49
28.01.2025 10:40,232.86
28.01.2025 10:45,135.97
28.01.2025 10:50,96.26
28.01.2025 10:55,66.23
28.01.2025 11:00,79.64
28.01.2025 11:05,126.42
28.01.2025 11:10,219.36
28.01.2025 11:15,166.06
28.01.2025 11:20,128.24
28.01.2025 11:25,125.02
28.01.2025 11:30,64.45
28.01.2025 11:35,52.99
28.01.2025 11:40,40.38
28.01.2025 11:45,48.27
28.01.2025 11:50,48.91
28.01.2025 11:55,41.68
28.01.2025 12:00,59.83
28.01.2025 12:05,77.85
28.01.2025 12:10,95.25
28.01.2025 12:15,151.15
28.01.2025 12:20,66.37
28.01.2025 12:25,97.97
28.01.2025 12:30,123.57
28.01.2025 12:35,178.28
28.01.2025 12:40,182.21
28.01.2025 12:45,110.76
28.01.2025 12:50,209.37
28.01.2025 12:55,290.9
28.01.2025 13:00,201.72
28.01.2025 13:05,171.39
28.01.2025 13:10,132.6
28.01.2025 13:15,134.5
28.01.2025 13:20,114.72
28.01.2025 13:25,168.99
28.01.2025 13:30,287.33
28.01.2025 13:35,202.57
28.01.2025 13:40,129.35
28.01.2025 13:45,112.68
28.01.2025 13:50,102.28
28.01.2025 13:55,74.07
28.01.2025 14:00,35.34
28.01.2025 14:05,30.48
28.01.2025 14:10,25.46
28.01.2025 14:15,21.5
28.01.2025 14:20,17.73
28.01.2025 14:25,8.0
28.01.2025 14:30,6.28
28.01.2025 14:35,5.99
28.01.2025 14:40,4.37
28.01.2025 14:45,0.51
28.01.2025 14:50,0.0
28.01.2025 14:55,0.0
28.01.2025 15:00,0.0
28.01.2025 15:05,0.0
28.01.2025 15:10,0.0
28.01.2025 15:15,0.0
28.01.2025 15:20,0.02
28.01.2025 15:25,2.28
28.01.2025 15:30,61.59
28.01.2025 15:35,121.65
28.01.2025 15:40,49.1
28.01.2025 15:45,31.62
28.01.2025 15:50,27.87
28.01.2025 15:55,13.75
28.01.2025 16:00,12.8
28.01.2025 16:05,21.71
28.01.2025 16:10,34.64
28.01.2025 16:15,45.21
28.01.2025 16:20,27.08
28.01.2025 16:25,32.97
28.01.2025 16:30,36.77
28.01.2025 16:35,47.34
28.01.2025 16:40,46.63
28.01.2025 16:45,33.32
28.01.2025 16:50,21.61
28.01.2025 16:55,7.1
28.01.2025 17:00,0.18
28.01.2025 17:05,0.0
28.01.2025 17:10,0.0
28.01.2025 17:15,0.0
28.01.2025 17:20,0.0
28.01.2025 17:25,0.0
28.01.2025 17:30,0.0
28.01.2025 17:35,n/a
28.01.2025 17:40,n/a
28.01.2025 17:45,n/a
28.01.2025 17:50,n/a
28.01.2025 17:55,n/a
28.01.2025 18:00,n/a
28.01.2025 18:05,n/a
28.01.2025 18:10,n/a
28.01.2025 18:15,n/a
28.01.2025 18:20,n/a
28.01.2025 18:25,n/a
28.01.2025 18:30,n/a
28.01.2025 18:35,n/a
28.01.2025 18:40,n/a
28.01.2025 18:45,n/a
28.01.2025 18:50,n/a
28.01.2025 18:55,n/a
28.01.2025 19:00,n/a
28.01.2025 19:05,n/a
28.01.2025 19:10,n/a
28.01.2025 19:15,n/a
28.01.2025 19:20,n/a
28.01.2025 19:25,n/a
28.01.2025 19:30,n/a
28.01.2025 19:35,n/a
28.01.2025 19:40,n/a
28.01.2025 19:45,n/a
28.01.2025 19:50,n/a
28.01.2025 19:55,n/a
28.01.2025 20:00,n/a
28.01.2025 20:05,n/a
28.01.2025 20:10,n/a
28.01.2025 20:15,n/a
28.01.2025 20:20,n/a
28.01.2025 20:25,n/a
28.01.2025 20:30,n/a
28.01.2025 20:35,n/a
28.01.2025 20:40,n/a
28.01.2025 20:45,n/a
28.01.2025 20:50,n/a
28.01.2025 20:55,n/a
28.01.2025 21:00,n/a
28.01.2025 21:05,n/a
28.01.2025 21:10,n/a
28.01.2025 21:15,n/a
28.01.2025 21:20,n/a
28.01.2025 21:25,n/a
28.01.2025 21:30,n/a
28.01.2025 21:35,n/a
28.01.2025 21:40,n/a
28.01.2025 21:45,n/a
28.01.2025 21:50,n/a
28.01.2025 21:55,n/a
28.01.2025 22:00,n/a
28.01.2025 22:05,n/a
28.01.2025 22:10,n/a
28.01.2025 22:15,n/a
28.01.2025 22:20,n/a
28.01.2025 22:25,n/a
28.01.2025 22:30,n/a
28.01.2025 22:35,n/a
28.01.2025 22:40,n/a
28.01.2025 22:45,n/a
28.01.2025 22:50,n/a
28.01.2025 22:55,n/a
28.01.2025 23:00,n/a
28.01.2025 23:05,n/a
28.01.2025 23:10,n/a
28.01.2025 23:15,n/a
28.01.2025 23:20,n/a
28.01.2025 23:25,n/a
28.01.2025 23:30,n/a
28.01.2025 23:35,n/a
28.01.2025 23:40,n/a
28.01.2025 23:45,n/a
28.01.2025 23:50,n/a
28.01.2025 23:55,n/a
29.01.2025 00:00,n/a
29.01.2025 00:05,n/a
29.01.2025 00:10,n/a
29.01.2025 00:15,n/a
29.01.2025 00:20,n/a
29.01.2025 00:25,n/a
29.01.2025 00:30,n/a
29.01.2025 00:35,n/a
29.01.2025 00:40,n/a
29.01.2025 00:45,n/a
29.01.2025 00:50,n/a
29.01.2025 00:55,n/a
29.01.2025 01:00,n/a
29.01.2025 01:05,n/a
29.01.2025 01:10,n/a
29.01.2025 01:15,n/a
29.01.2025 01:20,n/a
29.01.2025 01:25,n/a
29.01.2025 01:30,n/a
29.01.2025 01:35,n/a
29.01.2025 01:40,n/a
29.01.2025 01:45,n/a
29.01.2025 01:50,n/a
29.01.2025 01:55,n/a
29.01.2025 02:00,n/a
29.01.2025 02:05,n/a
29.01.2025 02:10,n/a
29.01.2025 02:15,n/a
29.01.2025 02:20,n/a
29.01.2025 02:25,n/a
29.01.2025 02:30,n/a
29.01.2025 02:35,n/a
29.01.2025 02:40,n/a
29.01.2025 02:45,n/a
29.01.2025 02:50,n/a
29.01.2025 02:55,n/a
29.01.2025 03:00,n/a
29.01.2025 03:05,n/a
29.01.2025 03:10,n/a
29.01.2025 03:15,n/a
29.01.2025 03:20,n/a
29.01.2025 03:25,n/a
29.01.2025 03:30,n/a
29.01.2025 03:35,n/a
29.01.2025 03:40,n/a
29.01.2025 03:45,n/a
29.01.2025 03:50,n/a
29.01.2025 03:55,n/a
29.01.2025 04:00,n/a
29.01.2025 04:05,n/a
29.01.2025 04:10,n/a
29.01.2025 04:15,n/a
29.01.2025 04:20,n/a
29.01.2025 04:25,n/a
29.01.2025 04:30,n/a
29.01.2025 04:35,n/a
29.01.2025 04:40,n/a
29.01.2025 04:45,n/a
29.01.2025 04:50,n/a
29.01.2025 04:55,n/a
29.01.2025 05:00,n/a
29.01.2025 05:05,n/a
29.01.2025 05:10,n/a
29.01.2025 05:15,n/a
29.01.2025 05:20,n/a
29.01.2025 05:25,n/a
29.01.2025 05:30,n/a
29.01.2025 05:35,n/a
29.01.2025 05:40,n/a
29.01.2025 05:45,n/a
29.01.2025 05:50,n/a
29.01.2025 05:55,n/a
29.01.2025 06:00,n/a
29.01.2025 06:05,n/a
29.01.2025 06:10,n/a
29.01.2025 06:15,n/a
29.01.2025 06:20,n/a
29.01.2025 06:25,n/a
29.01.2025 06:30,n/a
29.01.2025 06:35,n/a
29.01.2025 06:40,n/a
29.01.2025 06:45,n/a
29.01.2025 06:50,n/a
29.01.2025 06:55,n/a
29.01.2025 07:00,0.0
29.01.2025 07:05,0.0
29.01.2025 07:10,0.0
29.01.2025 07:15,0.0
29.01.2025 07:20,0.0
29.01.2025 07:25,0.0
29.01.2025 07:30,0.0
29.01.2025 07:35,0.0
29.01.2025 07:40,0.0
29.01.2025 07:45,0.0
29.01.2025 07:50,0.4
29.01.2025 07:55,0.09
29.01.2025 08:00,0.0
29.01.2025 08:05,0.0
29.01.2025 08:10,3.72
29.01.2025 08:15,4.3
29.01.2025 08:20,4.09
29.01.2025 08:25,6.22
29.01.2025 08:30,10.18
29.01.2025 08:35,12.15
29.01.2025 08:40,22.49
29.01.2025 08:45,24.4
29.01.2025 08:50,21.19
29.01.2025 08:55,23.13
29.01.2025 09:00,25.68
29.01.2025 09:05,33.13
29.01.2025 09:10,53.52
29.01.2025 09:15,47.34
29.01.2025 09:20,35.55
29.01.2025 09:25,45.38
29.01.2025 09:30,55.8
29.01.2025 09:35,63.94
29.01.2025 09:40,63.45
29.01.2025 09:45,75.42
29.01.2025 09:50,88.59
29.01.2025 09:55,81.73
29.01.2025 10:00,101.82
29.01.2025 10:05,114.49
29.01.2025 10:10,96.32
29.01.2025 10:15,101.15
29.01.2025 10:20,107.05
29.01.2025 10:25,121.19
29.01.2025 10:30,138.03
29.01.2025 10:35,178.27
29.01.2025 10:40,328.23
29.01.2025 10:45,365.75
29.01.2025 10:50,411.14
29.01.2025 10:55,394.05
29.01.2025 11:00,392.12
29.01.2025 11:05,258.85
29.01.2025 11:10,401.68
29.01.2025 11:15,346.99
29.01.2025 11:20,466.6
29.01.2025 11:25,375.18
29.01.2025 11:30,472.64
29.01.2025 11:35,483.67
29.01.2025 11:40,461.47
29.01.2025 11:45,412.12
29.01.2025 11:50,438.2
29.01.2025 11:55,444.36
29.01.2025 12:00,345.21
29.01.2025 12:05,467.33
29.01.2025 12:10,482.08
29.01.2025 12:15,485.74
29.01.2025 12:20,456.46
29.01.2025 12:25,411.66
29.01.2025 12:30,448.5
29.01.2025 12:35,450.99
29.01.2025 12:40,374.48
29.01.2025 12:45,418.56
29.01.2025 12:50,416.58
29.01.2025 12:55,404.1
29.01.2025 13:00,394.72
